# L	D_L^MCN0
1.3000e+02	1.7107e-07
1.3100e+02	1.7208e-07
1.3200e+02	1.7443e-07
1.3300e+02	1.6888e-07
1.3400e+02	1.7633e-07
1.3500e+02	1.7314e-07
1.3600e+02	1.7035e-07
1.3700e+02	1.7453e-07
1.3800e+02	1.7887e-07
1.3900e+02	1.7516e-07
1.4000e+02	1.7231e-07
1.4100e+02	1.7121e-07
1.4200e+02	1.7037e-07
1.4300e+02	1.7249e-07
1.4400e+02	1.7096e-07
1.4500e+02	1.7014e-07
1.4600e+02	1.7317e-07
1.4700e+02	1.7060e-07
1.4800e+02	1.7108e-07
1.4900e+02	1.7018e-07
1.5000e+02	1.6939e-07
1.5100e+02	1.6655e-07
1.5200e+02	1.7188e-07
1.5300e+02	1.7622e-07
1.5400e+02	1.7336e-07
1.5500e+02	1.7158e-07
1.5600e+02	1.7134e-07
1.5700e+02	1.7371e-07
1.5800e+02	1.7166e-07
1.5900e+02	1.6756e-07
1.6000e+02	1.7217e-07
1.6100e+02	1.7064e-07
1.6200e+02	1.7275e-07
1.6300e+02	1.7274e-07
1.6400e+02	1.7104e-07
1.6500e+02	1.6711e-07
1.6600e+02	1.6727e-07
1.6700e+02	1.6733e-07
1.6800e+02	1.6843e-07
1.6900e+02	1.7174e-07
1.7000e+02	1.6729e-07
1.7100e+02	1.6928e-07
1.7200e+02	1.6630e-07
1.7300e+02	1.7099e-07
1.7400e+02	1.6582e-07
1.7500e+02	1.6617e-07
1.7600e+02	1.6591e-07
1.7700e+02	1.6774e-07
1.7800e+02	1.6780e-07
1.7900e+02	1.6932e-07
1.8000e+02	1.6754e-07
1.8100e+02	1.6890e-07
1.8200e+02	1.7114e-07
1.8300e+02	1.6890e-07
1.8400e+02	1.6836e-07
1.8500e+02	1.6569e-07
1.8600e+02	1.6436e-07
1.8700e+02	1.6696e-07
1.8800e+02	1.6847e-07
1.8900e+02	1.6820e-07
1.9000e+02	1.7217e-07
1.9100e+02	1.6995e-07
1.9200e+02	1.6740e-07
1.9300e+02	1.6666e-07
1.9400e+02	1.7059e-07
1.9500e+02	1.6453e-07
1.9600e+02	1.6627e-07
1.9700e+02	1.6999e-07
1.9800e+02	1.6648e-07
1.9900e+02	1.7112e-07
2.0000e+02	1.7080e-07
2.0100e+02	1.6853e-07
2.0200e+02	1.6681e-07
2.0300e+02	1.6987e-07
2.0400e+02	1.7014e-07
2.0500e+02	1.6727e-07
2.0600e+02	1.7110e-07
2.0700e+02	1.7225e-07
2.0800e+02	1.6799e-07
2.0900e+02	1.6897e-07
2.1000e+02	1.6943e-07
2.1100e+02	1.7088e-07
2.1200e+02	1.6665e-07
2.1300e+02	1.6908e-07
2.1400e+02	1.6900e-07
2.1500e+02	1.7059e-07
2.1600e+02	1.6960e-07
2.1700e+02	1.7110e-07
2.1800e+02	1.7284e-07
2.1900e+02	1.7032e-07
2.2000e+02	1.7182e-07
2.2100e+02	1.6963e-07
2.2200e+02	1.7505e-07
2.2300e+02	1.7057e-07
2.2400e+02	1.7213e-07
2.2500e+02	1.7216e-07
2.2600e+02	1.7619e-07
2.2700e+02	1.7557e-07
2.2800e+02	1.7195e-07
2.2900e+02	1.7527e-07
2.3000e+02	1.7716e-07
2.3100e+02	1.7746e-07
2.3200e+02	1.7792e-07
2.3300e+02	1.7585e-07
2.3400e+02	1.7862e-07
2.3500e+02	1.7312e-07
2.3600e+02	1.7420e-07
2.3700e+02	1.7853e-07
2.3800e+02	1.7763e-07
2.3900e+02	1.7644e-07
2.4000e+02	1.7697e-07
2.4100e+02	1.7749e-07
2.4200e+02	1.8076e-07
2.4300e+02	1.8082e-07
2.4400e+02	1.7985e-07
2.4500e+02	1.8204e-07
2.4600e+02	1.7864e-07
2.4700e+02	1.8040e-07
2.4800e+02	1.8151e-07
2.4900e+02	1.7929e-07
2.5000e+02	1.8447e-07
2.5100e+02	1.8498e-07
2.5200e+02	1.8492e-07
2.5300e+02	1.8470e-07
2.5400e+02	1.8498e-07
2.5500e+02	1.8424e-07
2.5600e+02	1.8512e-07
2.5700e+02	1.8659e-07
2.5800e+02	1.8875e-07
2.5900e+02	1.8972e-07
2.6000e+02	1.8825e-07
2.6100e+02	1.8953e-07
2.6200e+02	1.9215e-07
2.6300e+02	1.8895e-07
2.6400e+02	1.9593e-07
2.6500e+02	1.8909e-07
2.6600e+02	1.9488e-07
2.6700e+02	1.9606e-07
2.6800e+02	1.9953e-07
2.6900e+02	1.9152e-07
2.7000e+02	1.9776e-07
2.7100e+02	1.9622e-07
2.7200e+02	2.0127e-07
2.7300e+02	1.9955e-07
2.7400e+02	2.0342e-07
2.7500e+02	1.9871e-07
2.7600e+02	2.0361e-07
2.7700e+02	2.0140e-07
2.7800e+02	2.0512e-07
2.7900e+02	2.0597e-07
2.8000e+02	2.0386e-07
2.8100e+02	2.0745e-07
2.8200e+02	2.0745e-07
2.8300e+02	2.1075e-07
2.8400e+02	2.1089e-07
2.8500e+02	2.1342e-07
2.8600e+02	2.1213e-07
2.8700e+02	2.0990e-07
2.8800e+02	2.0903e-07
2.8900e+02	2.2146e-07
2.9000e+02	2.1595e-07
2.9100e+02	2.1993e-07
2.9200e+02	2.1897e-07
2.9300e+02	2.2178e-07
2.9400e+02	2.2066e-07
2.9500e+02	2.2394e-07
2.9600e+02	2.2828e-07
2.9700e+02	2.2657e-07
2.9800e+02	2.2667e-07
2.9900e+02	2.2537e-07
3.0000e+02	2.3481e-07
3.0100e+02	2.3265e-07
3.0200e+02	2.3293e-07
3.0300e+02	2.3351e-07
3.0400e+02	2.3806e-07
3.0500e+02	2.3752e-07
3.0600e+02	2.4264e-07
3.0700e+02	2.3780e-07
3.0800e+02	2.4006e-07
3.0900e+02	2.4008e-07
3.1000e+02	2.4692e-07
3.1100e+02	2.4558e-07
3.1200e+02	2.4621e-07
3.1300e+02	2.5455e-07
3.1400e+02	2.5255e-07
3.1500e+02	2.5057e-07
3.1600e+02	2.5556e-07
3.1700e+02	2.6114e-07
3.1800e+02	2.6040e-07
3.1900e+02	2.5002e-07
3.2000e+02	2.6042e-07
3.2100e+02	2.6702e-07
3.2200e+02	2.6741e-07
3.2300e+02	2.6655e-07
3.2400e+02	2.6835e-07
3.2500e+02	2.6891e-07
3.2600e+02	2.7844e-07
3.2700e+02	2.7451e-07
3.2800e+02	2.8229e-07
3.2900e+02	2.7846e-07
3.3000e+02	2.8208e-07
3.3100e+02	2.8514e-07
3.3200e+02	2.8737e-07
3.3300e+02	2.9402e-07
3.3400e+02	2.9389e-07
3.3500e+02	2.9393e-07
3.3600e+02	2.9118e-07
3.3700e+02	2.9907e-07
3.3800e+02	3.0432e-07
3.3900e+02	3.0332e-07
3.4000e+02	3.0658e-07
3.4100e+02	3.0583e-07
3.4200e+02	3.1624e-07
3.4300e+02	3.1632e-07
3.4400e+02	3.1990e-07
3.4500e+02	3.1127e-07
3.4600e+02	3.2236e-07
3.4700e+02	3.3359e-07
3.4800e+02	3.3462e-07
3.4900e+02	3.3302e-07
3.5000e+02	3.3176e-07
3.5100e+02	3.2663e-07
3.5200e+02	3.3573e-07
3.5300e+02	3.3587e-07
3.5400e+02	3.4709e-07
3.5500e+02	3.4849e-07
3.5600e+02	3.4650e-07
3.5700e+02	3.5414e-07
3.5800e+02	3.6200e-07
3.5900e+02	3.6392e-07
3.6000e+02	3.6367e-07
3.6100e+02	3.6646e-07
3.6200e+02	3.6336e-07
3.6300e+02	3.7480e-07
3.6400e+02	3.7763e-07
3.6500e+02	3.7483e-07
3.6600e+02	3.9100e-07
3.6700e+02	3.9233e-07
3.6800e+02	3.9384e-07
3.6900e+02	3.9843e-07
3.7000e+02	4.0723e-07
3.7100e+02	4.0982e-07
3.7200e+02	4.1241e-07
3.7300e+02	4.1230e-07
3.7400e+02	4.0917e-07
3.7500e+02	4.2281e-07
3.7600e+02	4.1075e-07
3.7700e+02	4.1581e-07
3.7800e+02	4.3098e-07
3.7900e+02	4.3351e-07
3.8000e+02	4.4976e-07
3.8100e+02	4.4424e-07
3.8200e+02	4.5248e-07
3.8300e+02	4.3392e-07
3.8400e+02	4.5065e-07
3.8500e+02	4.3715e-07
3.8600e+02	4.5026e-07
3.8700e+02	4.5131e-07
3.8800e+02	4.7054e-07
3.8900e+02	4.7623e-07
3.9000e+02	4.7559e-07
3.9100e+02	4.9116e-07
3.9200e+02	4.8479e-07
3.9300e+02	4.7786e-07
3.9400e+02	4.9175e-07
3.9500e+02	5.0315e-07
3.9600e+02	4.8884e-07
3.9700e+02	5.0451e-07
3.9800e+02	4.9221e-07
3.9900e+02	5.3041e-07
4.0000e+02	5.1059e-07
4.0100e+02	5.1482e-07
4.0200e+02	5.0482e-07
4.0300e+02	5.1884e-07
4.0400e+02	5.2021e-07
4.0500e+02	5.5380e-07
4.0600e+02	5.4408e-07
4.0700e+02	5.5250e-07
4.0800e+02	5.3851e-07
4.0900e+02	5.5980e-07
4.1000e+02	5.6584e-07
4.1100e+02	5.5373e-07
4.1200e+02	5.7307e-07
4.1300e+02	5.7970e-07
4.1400e+02	5.8366e-07
4.1500e+02	5.9784e-07
4.1600e+02	5.9180e-07
4.1700e+02	5.8849e-07
4.1800e+02	6.0148e-07
4.1900e+02	6.0989e-07
4.2000e+02	6.1034e-07
4.2100e+02	6.0683e-07
4.2200e+02	6.2389e-07
4.2300e+02	6.2218e-07
4.2400e+02	6.0059e-07
4.2500e+02	6.2316e-07
4.2600e+02	6.3022e-07
4.2700e+02	6.0918e-07
4.2800e+02	6.3149e-07
4.2900e+02	6.4097e-07
4.3000e+02	6.2479e-07
4.3100e+02	6.6824e-07
4.3200e+02	6.8065e-07
4.3300e+02	6.6293e-07
4.3400e+02	6.7318e-07
4.3500e+02	6.7221e-07
4.3600e+02	6.9605e-07
4.3700e+02	6.7015e-07
4.3800e+02	6.9795e-07
4.3900e+02	6.9592e-07
4.4000e+02	7.2128e-07
4.4100e+02	6.7174e-07
4.4200e+02	6.9905e-07
4.4300e+02	6.9767e-07
4.4400e+02	7.0537e-07
4.4500e+02	7.0948e-07
4.4600e+02	7.1072e-07
4.4700e+02	7.2083e-07
4.4800e+02	7.1449e-07
4.4900e+02	7.3394e-07
4.5000e+02	7.4586e-07
4.5100e+02	7.4580e-07
4.5200e+02	7.4972e-07
4.5300e+02	7.4020e-07
4.5400e+02	7.3987e-07
4.5500e+02	7.8424e-07
4.5600e+02	7.4643e-07
4.5700e+02	7.7226e-07
4.5800e+02	7.7506e-07
4.5900e+02	7.8306e-07
4.6000e+02	7.8323e-07
4.6100e+02	7.8850e-07
4.6200e+02	7.9106e-07
4.6300e+02	7.9701e-07
4.6400e+02	8.1337e-07
4.6500e+02	7.9401e-07
4.6600e+02	7.7841e-07
4.6700e+02	8.1884e-07
4.6800e+02	8.2702e-07
4.6900e+02	8.2373e-07
4.7000e+02	8.3689e-07
4.7100e+02	8.3468e-07
4.7200e+02	8.3209e-07
4.7300e+02	8.3721e-07
4.7400e+02	8.2780e-07
4.7500e+02	8.2248e-07
4.7600e+02	8.4228e-07
4.7700e+02	8.4143e-07
4.7800e+02	8.4753e-07
4.7900e+02	8.6326e-07
4.8000e+02	8.6377e-07
4.8100e+02	8.8436e-07
4.8200e+02	9.1664e-07
4.8300e+02	8.7097e-07
4.8400e+02	8.7999e-07
4.8500e+02	8.6235e-07
4.8600e+02	9.3115e-07
4.8700e+02	9.1099e-07
4.8800e+02	8.9545e-07
4.8900e+02	9.1470e-07
4.9000e+02	9.1695e-07
4.9100e+02	9.1802e-07
4.9200e+02	9.2781e-07
4.9300e+02	9.4720e-07
4.9400e+02	9.3763e-07
4.9500e+02	9.3465e-07
4.9600e+02	9.4591e-07
4.9700e+02	9.3203e-07
4.9800e+02	9.4400e-07
4.9900e+02	9.5272e-07
5.0000e+02	9.3836e-07
5.0100e+02	9.6204e-07
5.0200e+02	9.6502e-07
5.0300e+02	9.8515e-07
5.0400e+02	9.7156e-07
5.0500e+02	1.0112e-06
5.0600e+02	9.8704e-07
5.0700e+02	9.9854e-07
5.0800e+02	1.0112e-06
5.0900e+02	9.8835e-07
5.1000e+02	9.9699e-07
5.1100e+02	9.8255e-07
5.1200e+02	1.0025e-06
5.1300e+02	9.9122e-07
5.1400e+02	1.0146e-06
5.1500e+02	1.0662e-06
5.1600e+02	1.0548e-06
5.1700e+02	1.0506e-06
5.1800e+02	1.0596e-06
5.1900e+02	1.0366e-06
5.2000e+02	1.0363e-06
5.2100e+02	1.0442e-06
5.2200e+02	1.0454e-06
5.2300e+02	1.0991e-06
5.2400e+02	1.0340e-06
5.2500e+02	1.0559e-06
5.2600e+02	1.0979e-06
5.2700e+02	1.1131e-06
5.2800e+02	1.0485e-06
5.2900e+02	1.1243e-06
5.3000e+02	1.1128e-06
5.3100e+02	1.0893e-06
5.3200e+02	1.1046e-06
5.3300e+02	1.1622e-06
5.3400e+02	1.1675e-06
5.3500e+02	1.1404e-06
5.3600e+02	1.1431e-06
5.3700e+02	1.1261e-06
5.3800e+02	1.1430e-06
5.3900e+02	1.1501e-06
5.4000e+02	1.1537e-06
5.4100e+02	1.1802e-06
5.4200e+02	1.1847e-06
5.4300e+02	1.1833e-06
5.4400e+02	1.2038e-06
5.4500e+02	1.1622e-06
5.4600e+02	1.2131e-06
5.4700e+02	1.1746e-06
5.4800e+02	1.2471e-06
5.4900e+02	1.1967e-06
5.5000e+02	1.2083e-06
5.5100e+02	1.1896e-06
5.5200e+02	1.2546e-06
5.5300e+02	1.2607e-06
5.5400e+02	1.2678e-06
5.5500e+02	1.2589e-06
5.5600e+02	1.2579e-06
5.5700e+02	1.2371e-06
5.5800e+02	1.2630e-06
5.5900e+02	1.3228e-06
5.6000e+02	1.2735e-06
5.6100e+02	1.3050e-06
5.6200e+02	1.3064e-06
5.6300e+02	1.2923e-06
5.6400e+02	1.4038e-06
5.6500e+02	1.3630e-06
5.6600e+02	1.3587e-06
5.6700e+02	1.3179e-06
5.6800e+02	1.3678e-06
5.6900e+02	1.3931e-06
5.7000e+02	1.3803e-06
5.7100e+02	1.4135e-06
5.7200e+02	1.4183e-06
5.7300e+02	1.3926e-06
5.7400e+02	1.3758e-06
5.7500e+02	1.4177e-06
5.7600e+02	1.3442e-06
5.7700e+02	1.4368e-06
5.7800e+02	1.4187e-06
5.7900e+02	1.4087e-06
5.8000e+02	1.4001e-06
5.8100e+02	1.4515e-06
5.8200e+02	1.4433e-06
5.8300e+02	1.4504e-06
5.8400e+02	1.3875e-06
5.8500e+02	1.4417e-06
5.8600e+02	1.4954e-06
5.8700e+02	1.4592e-06
5.8800e+02	1.5048e-06
5.8900e+02	1.5184e-06
5.9000e+02	1.5425e-06
5.9100e+02	1.5456e-06
5.9200e+02	1.5015e-06
5.9300e+02	1.6156e-06
5.9400e+02	1.4827e-06
5.9500e+02	1.5589e-06
5.9600e+02	1.5037e-06
5.9700e+02	1.5770e-06
5.9800e+02	1.5149e-06
5.9900e+02	1.5259e-06
6.0000e+02	1.4499e-06
6.0100e+02	1.5374e-06
6.0200e+02	1.5396e-06
6.0300e+02	1.5585e-06
6.0400e+02	1.4876e-06
6.0500e+02	1.6327e-06
6.0600e+02	1.5196e-06
6.0700e+02	1.5400e-06
6.0800e+02	1.6557e-06
6.0900e+02	1.6281e-06
6.1000e+02	1.6446e-06
6.1100e+02	1.5721e-06
6.1200e+02	1.6244e-06
6.1300e+02	1.7033e-06
6.1400e+02	1.5848e-06
6.1500e+02	1.5577e-06
6.1600e+02	1.5723e-06
6.1700e+02	1.5441e-06
6.1800e+02	1.5894e-06
6.1900e+02	1.5950e-06
6.2000e+02	1.6227e-06
6.2100e+02	1.5670e-06
6.2200e+02	1.6497e-06
6.2300e+02	1.5743e-06
6.2400e+02	1.6734e-06
6.2500e+02	1.6059e-06
6.2600e+02	1.6492e-06
6.2700e+02	1.7239e-06
6.2800e+02	1.6525e-06
6.2900e+02	1.6396e-06
6.3000e+02	1.6505e-06
6.3100e+02	1.6925e-06
6.3200e+02	1.6201e-06
6.3300e+02	1.5751e-06
6.3400e+02	1.6698e-06
6.3500e+02	1.6153e-06
6.3600e+02	1.6192e-06
6.3700e+02	1.7439e-06
6.3800e+02	1.7501e-06
6.3900e+02	1.6679e-06
6.4000e+02	1.7020e-06
6.4100e+02	1.7606e-06
6.4200e+02	1.7973e-06
6.4300e+02	1.7316e-06
6.4400e+02	1.7136e-06
6.4500e+02	1.7284e-06
6.4600e+02	1.7919e-06
6.4700e+02	1.8931e-06
6.4800e+02	1.6962e-06
6.4900e+02	1.7553e-06
6.5000e+02	1.7918e-06
6.5100e+02	1.7802e-06
6.5200e+02	1.8652e-06
6.5300e+02	2.0241e-06
6.5400e+02	1.7911e-06
6.5500e+02	1.7805e-06
6.5600e+02	1.7419e-06
6.5700e+02	1.8857e-06
6.5800e+02	1.7549e-06
6.5900e+02	1.8945e-06
6.6000e+02	1.9130e-06
6.6100e+02	1.8172e-06
6.6200e+02	1.8821e-06
6.6300e+02	1.9108e-06
6.6400e+02	1.9473e-06
6.6500e+02	1.7768e-06
6.6600e+02	1.8882e-06
6.6700e+02	1.9301e-06
6.6800e+02	2.0329e-06
6.6900e+02	1.9663e-06
6.7000e+02	1.9546e-06
6.7100e+02	1.9338e-06
6.7200e+02	1.8569e-06
6.7300e+02	2.0138e-06
6.7400e+02	1.9899e-06
6.7500e+02	1.9757e-06
6.7600e+02	1.8887e-06
6.7700e+02	2.0161e-06
6.7800e+02	2.0657e-06
6.7900e+02	2.1304e-06
6.8000e+02	2.0280e-06
6.8100e+02	2.0713e-06
6.8200e+02	2.0833e-06
6.8300e+02	2.0405e-06
6.8400e+02	2.0895e-06
6.8500e+02	1.9741e-06
6.8600e+02	2.0298e-06
6.8700e+02	2.2029e-06
6.8800e+02	2.0409e-06
6.8900e+02	2.1974e-06
6.9000e+02	2.1128e-06
6.9100e+02	2.1145e-06
6.9200e+02	2.2410e-06
6.9300e+02	2.2085e-06
6.9400e+02	2.0218e-06
6.9500e+02	2.2704e-06
6.9600e+02	2.2782e-06
6.9700e+02	2.1190e-06
6.9800e+02	2.2696e-06
6.9900e+02	2.1863e-06
7.0000e+02	2.2957e-06
7.0100e+02	2.2507e-06
7.0200e+02	2.2811e-06
7.0300e+02	2.2482e-06
7.0400e+02	2.2269e-06
7.0500e+02	2.2781e-06
7.0600e+02	2.3084e-06
7.0700e+02	2.4268e-06
7.0800e+02	2.3719e-06
7.0900e+02	2.3633e-06
7.1000e+02	2.3675e-06
7.1100e+02	2.2886e-06
7.1200e+02	2.3815e-06
7.1300e+02	2.3470e-06
7.1400e+02	2.4478e-06
7.1500e+02	2.3843e-06
7.1600e+02	2.3385e-06
7.1700e+02	2.5232e-06
7.1800e+02	2.5852e-06
7.1900e+02	2.4820e-06
7.2000e+02	2.4173e-06
7.2100e+02	2.5546e-06
7.2200e+02	2.5133e-06
7.2300e+02	2.4444e-06
7.2400e+02	2.5912e-06
7.2500e+02	2.4657e-06
7.2600e+02	2.6437e-06
7.2700e+02	2.7969e-06
7.2800e+02	2.6267e-06
7.2900e+02	2.5758e-06
7.3000e+02	2.7282e-06
7.3100e+02	2.7513e-06
7.3200e+02	2.7747e-06
7.3300e+02	2.7015e-06
7.3400e+02	2.7758e-06
7.3500e+02	2.7392e-06
7.3600e+02	2.8005e-06
7.3700e+02	2.9678e-06
7.3800e+02	2.9256e-06
7.3900e+02	2.5540e-06
7.4000e+02	2.8546e-06
7.4100e+02	2.9359e-06
7.4200e+02	2.8618e-06
7.4300e+02	2.8814e-06
7.4400e+02	2.7667e-06
7.4500e+02	3.0307e-06
7.4600e+02	2.9424e-06
7.4700e+02	3.1026e-06
7.4800e+02	3.0922e-06
7.4900e+02	2.8976e-06
7.5000e+02	3.2080e-06
7.5100e+02	2.9948e-06
7.5200e+02	2.9401e-06
7.5300e+02	3.1746e-06
7.5400e+02	3.1494e-06
7.5500e+02	3.3867e-06
7.5600e+02	3.2888e-06
7.5700e+02	3.2905e-06
7.5800e+02	3.0776e-06
7.5900e+02	3.2373e-06
7.6000e+02	3.2731e-06
7.6100e+02	3.4137e-06
7.6200e+02	3.2701e-06
7.6300e+02	3.3077e-06
7.6400e+02	3.6327e-06
7.6500e+02	3.4354e-06
7.6600e+02	3.4859e-06
7.6700e+02	3.7929e-06
7.6800e+02	3.6566e-06
7.6900e+02	3.5590e-06
7.7000e+02	3.2859e-06
7.7100e+02	3.9119e-06
7.7200e+02	3.6384e-06
7.7300e+02	3.5815e-06
7.7400e+02	3.7845e-06
7.7500e+02	3.6671e-06
7.7600e+02	3.8251e-06
7.7700e+02	4.0699e-06
7.7800e+02	3.5987e-06
7.7900e+02	3.9919e-06
7.8000e+02	4.0945e-06
7.8100e+02	4.2567e-06
7.8200e+02	3.7221e-06
7.8300e+02	3.8073e-06
7.8400e+02	4.1382e-06
7.8500e+02	4.0236e-06
7.8600e+02	4.2499e-06
7.8700e+02	4.2512e-06
7.8800e+02	4.0657e-06
7.8900e+02	3.9598e-06
7.9000e+02	4.2477e-06
7.9100e+02	4.1370e-06
7.9200e+02	4.3288e-06
7.9300e+02	3.9722e-06
7.9400e+02	4.2909e-06
7.9500e+02	4.2119e-06
7.9600e+02	4.1715e-06
7.9700e+02	4.6514e-06
7.9800e+02	4.9594e-06
7.9900e+02	4.4868e-06
8.0000e+02	4.6158e-06
8.0100e+02	4.5058e-06
8.0200e+02	4.6598e-06
8.0300e+02	4.5166e-06
8.0400e+02	4.8182e-06
8.0500e+02	4.9617e-06
8.0600e+02	4.9510e-06
8.0700e+02	5.0404e-06
8.0800e+02	4.9508e-06
8.0900e+02	4.9782e-06
8.1000e+02	5.1528e-06
8.1100e+02	5.1640e-06
8.1200e+02	4.6183e-06
8.1300e+02	4.8528e-06
8.1400e+02	5.4184e-06
8.1500e+02	5.2025e-06
8.1600e+02	5.5641e-06
8.1700e+02	4.8903e-06
8.1800e+02	5.4495e-06
8.1900e+02	5.6416e-06
8.2000e+02	5.4871e-06
8.2100e+02	5.6230e-06
8.2200e+02	5.8032e-06
8.2300e+02	5.9341e-06
8.2400e+02	5.7461e-06
8.2500e+02	5.6295e-06
8.2600e+02	5.4031e-06
8.2700e+02	5.8950e-06
8.2800e+02	6.1144e-06
8.2900e+02	5.7571e-06
8.3000e+02	6.3221e-06
8.3100e+02	6.7797e-06
8.3200e+02	6.4781e-06
8.3300e+02	5.6395e-06
8.3400e+02	5.3956e-06
8.3500e+02	5.9401e-06
8.3600e+02	6.9612e-06
8.3700e+02	6.9464e-06
8.3800e+02	6.0041e-06
8.3900e+02	6.5444e-06
8.4000e+02	7.9280e-06
8.4100e+02	6.2938e-06
8.4200e+02	7.7826e-06
8.4300e+02	7.0368e-06
8.4400e+02	6.6239e-06
8.4500e+02	7.4287e-06
8.4600e+02	7.0093e-06
8.4700e+02	6.7580e-06
8.4800e+02	6.5797e-06
8.4900e+02	7.0522e-06
8.5000e+02	7.7865e-06
8.5100e+02	8.3813e-06
8.5200e+02	6.6636e-06
8.5300e+02	6.9569e-06
8.5400e+02	7.6695e-06
8.5500e+02	8.0474e-06
8.5600e+02	8.4918e-06
8.5700e+02	8.5570e-06
8.5800e+02	8.2766e-06
8.5900e+02	8.0924e-06
8.6000e+02	7.8251e-06
8.6100e+02	8.4567e-06
8.6200e+02	8.0281e-06
8.6300e+02	8.5548e-06
8.6400e+02	8.6357e-06
8.6500e+02	7.7836e-06
8.6600e+02	7.7238e-06
8.6700e+02	8.8510e-06
8.6800e+02	8.5931e-06
8.6900e+02	9.4753e-06
8.7000e+02	8.6245e-06
8.7100e+02	1.1337e-05
8.7200e+02	9.7573e-06
