# L	D_L^MCN0
8.7300e+02	8.6197e-06
8.7400e+02	9.4500e-06
8.7500e+02	9.7899e-06
8.7600e+02	1.0754e-05
8.7700e+02	9.8171e-06
8.7800e+02	1.0120e-05
8.7900e+02	1.0840e-05
8.8000e+02	9.5335e-06
8.8100e+02	9.9093e-06
8.8200e+02	1.0156e-05
8.8300e+02	9.4001e-06
8.8400e+02	1.0984e-05
8.8500e+02	1.0356e-05
8.8600e+02	9.9354e-06
8.8700e+02	1.1386e-05
8.8800e+02	1.1596e-05
8.8900e+02	1.2050e-05
8.9000e+02	1.1874e-05
8.9100e+02	1.0627e-05
8.9200e+02	1.1357e-05
8.9300e+02	1.3865e-05
8.9400e+02	1.4428e-05
8.9500e+02	1.1735e-05
8.9600e+02	1.2904e-05
8.9700e+02	1.1581e-05
8.9800e+02	1.3622e-05
8.9900e+02	1.1579e-05
9.0000e+02	1.4422e-05
9.0100e+02	1.3607e-05
9.0200e+02	1.4738e-05
9.0300e+02	1.7706e-05
9.0400e+02	1.2872e-05
9.0500e+02	1.6688e-05
9.0600e+02	1.6750e-05
9.0700e+02	1.8014e-05
9.0800e+02	1.5187e-05
9.0900e+02	1.6820e-05
9.1000e+02	1.5078e-05
9.1100e+02	1.7802e-05
9.1200e+02	1.2112e-05
9.1300e+02	1.5632e-05
9.1400e+02	1.6536e-05
9.1500e+02	1.5811e-05
9.1600e+02	1.5545e-05
9.1700e+02	1.8460e-05
9.1800e+02	1.8827e-05
9.1900e+02	1.6837e-05
9.2000e+02	1.5264e-05
9.2100e+02	1.9080e-05
9.2200e+02	1.8960e-05
9.2300e+02	1.7633e-05
9.2400e+02	1.7268e-05
9.2500e+02	1.7211e-05
9.2600e+02	1.8808e-05
9.2700e+02	1.8904e-05
9.2800e+02	2.0797e-05
9.2900e+02	1.8131e-05
9.3000e+02	2.0262e-05
9.3100e+02	2.2569e-05
9.3200e+02	2.0059e-05
9.3300e+02	1.8351e-05
9.3400e+02	2.0311e-05
9.3500e+02	1.9604e-05
9.3600e+02	1.9117e-05
9.3700e+02	1.7780e-05
9.3800e+02	2.1118e-05
9.3900e+02	2.1146e-05
9.4000e+02	2.3955e-05
9.4100e+02	2.4516e-05
9.4200e+02	2.3510e-05
9.4300e+02	2.4477e-05
9.4400e+02	2.2727e-05
9.4500e+02	2.1393e-05
9.4600e+02	1.9170e-05
9.4700e+02	2.6804e-05
9.4800e+02	2.4320e-05
9.4900e+02	2.4777e-05
9.5000e+02	2.1640e-05
9.5100e+02	2.0732e-05
9.5200e+02	2.9972e-05
9.5300e+02	2.8051e-05
9.5400e+02	3.0173e-05
9.5500e+02	2.8514e-05
9.5600e+02	2.5977e-05
9.5700e+02	2.7378e-05
9.5800e+02	2.9925e-05
9.5900e+02	2.1131e-05
9.6000e+02	3.0419e-05
9.6100e+02	2.2059e-05
9.6200e+02	2.5978e-05
9.6300e+02	3.0112e-05
9.6400e+02	3.7474e-05
9.6500e+02	3.9977e-05
9.6600e+02	3.6746e-05
9.6700e+02	3.2265e-05
9.6800e+02	3.5081e-05
9.6900e+02	3.7821e-05
9.7000e+02	4.0116e-05
9.7100e+02	2.9178e-05
9.7200e+02	3.5757e-05
9.7300e+02	3.7214e-05
9.7400e+02	3.0230e-05
9.7500e+02	3.5183e-05
9.7600e+02	3.5986e-05
9.7700e+02	3.2574e-05
9.7800e+02	3.4093e-05
9.7900e+02	3.5546e-05
9.8000e+02	4.1626e-05
9.8100e+02	4.1151e-05
9.8200e+02	4.2651e-05
9.8300e+02	4.8965e-05
9.8400e+02	5.3217e-05
9.8500e+02	4.5097e-05
9.8600e+02	4.8116e-05
9.8700e+02	5.1845e-05
9.8800e+02	3.4837e-05
9.8900e+02	4.9905e-05
9.9000e+02	4.7029e-05
9.9100e+02	4.6088e-05
9.9200e+02	4.3150e-05
9.9300e+02	6.2972e-05
9.9400e+02	5.2159e-05
9.9500e+02	6.7010e-05
9.9600e+02	5.2684e-05
9.9700e+02	4.5226e-05
9.9800e+02	6.1624e-05
9.9900e+02	5.6743e-05
1.0000e+03	6.3289e-05
1.0010e+03	7.7462e-05
1.0020e+03	4.8973e-05
1.0030e+03	5.3683e-05
1.0040e+03	8.6553e-05
1.0050e+03	5.0810e-05
1.0060e+03	6.0261e-05
1.0070e+03	6.3087e-05
1.0080e+03	6.9407e-05
1.0090e+03	4.9449e-05
1.0100e+03	7.0372e-05
1.0110e+03	6.4353e-05
1.0120e+03	7.0580e-05
1.0130e+03	8.7616e-05
1.0140e+03	6.5891e-05
1.0150e+03	8.1101e-05
1.0160e+03	9.4044e-05
1.0170e+03	6.4850e-05
1.0180e+03	8.8663e-05
1.0190e+03	6.0577e-05
1.0200e+03	9.5741e-05
1.0210e+03	8.4056e-05
1.0220e+03	9.1470e-05
1.0230e+03	7.6042e-05
1.0240e+03	8.6435e-05
