# L	D_L^MCN1
1.3000e+02	3.7219e-09
1.3100e+02	4.5621e-09
1.3200e+02	4.8364e-09
1.3300e+02	4.7374e-09
1.3400e+02	4.3165e-09
1.3500e+02	5.2641e-09
1.3600e+02	9.2024e-09
1.3700e+02	6.7089e-09
1.3800e+02	1.9381e-09
1.3900e+02	7.8593e-09
1.4000e+02	2.6743e-09
1.4100e+02	2.1047e-09
1.4200e+02	4.2906e-09
1.4300e+02	6.1563e-09
1.4400e+02	5.0432e-09
1.4500e+02	4.0049e-09
1.4600e+02	6.2151e-09
1.4700e+02	5.8379e-09
1.4800e+02	3.1951e-09
1.4900e+02	4.1175e-09
1.5000e+02	5.3109e-09
1.5100e+02	2.6537e-09
1.5200e+02	4.0538e-09
1.5300e+02	6.1807e-09
1.5400e+02	2.9939e-09
1.5500e+02	3.7896e-09
1.5600e+02	5.0166e-09
1.5700e+02	7.6774e-09
1.5800e+02	4.5728e-09
1.5900e+02	7.1932e-09
1.6000e+02	7.8298e-09
1.6100e+02	4.3937e-09
1.6200e+02	5.4924e-09
1.6300e+02	4.2433e-09
1.6400e+02	4.1061e-09
1.6500e+02	5.7978e-09
1.6600e+02	5.9083e-09
1.6700e+02	4.3436e-09
1.6800e+02	4.6247e-09
1.6900e+02	5.5215e-09
1.7000e+02	6.2499e-09
1.7100e+02	4.7607e-09
1.7200e+02	5.4539e-09
1.7300e+02	3.3287e-09
1.7400e+02	4.6191e-09
1.7500e+02	5.9423e-09
1.7600e+02	4.4110e-09
1.7700e+02	3.7137e-09
1.7800e+02	4.8441e-09
1.7900e+02	6.1543e-09
1.8000e+02	1.4936e-09
1.8100e+02	2.9427e-09
1.8200e+02	3.3459e-09
1.8300e+02	4.9603e-09
1.8400e+02	5.0565e-09
1.8500e+02	7.4753e-09
1.8600e+02	4.1369e-09
1.8700e+02	4.6849e-09
1.8800e+02	4.0618e-09
1.8900e+02	4.7834e-09
1.9000e+02	4.7483e-09
1.9100e+02	4.6206e-09
1.9200e+02	5.2273e-09
1.9300e+02	2.5565e-09
1.9400e+02	5.3602e-09
1.9500e+02	6.0116e-09
1.9600e+02	4.2840e-09
1.9700e+02	5.8231e-09
1.9800e+02	3.2274e-09
1.9900e+02	5.2165e-09
2.0000e+02	3.4801e-09
2.0100e+02	4.5967e-09
2.0200e+02	5.3229e-09
2.0300e+02	4.8932e-09
2.0400e+02	5.1096e-09
2.0500e+02	3.1004e-09
2.0600e+02	4.3593e-09
2.0700e+02	4.9737e-09
2.0800e+02	3.1989e-09
2.0900e+02	4.8019e-09
2.1000e+02	2.5678e-09
2.1100e+02	5.9994e-09
2.1200e+02	4.7404e-09
2.1300e+02	4.2946e-09
2.1400e+02	5.8916e-09
2.1500e+02	4.5268e-09
2.1600e+02	6.6826e-09
2.1700e+02	6.4340e-09
2.1800e+02	4.3440e-09
2.1900e+02	4.4138e-09
2.2000e+02	5.6822e-09
2.2100e+02	5.1716e-09
2.2200e+02	5.9650e-09
2.2300e+02	5.3749e-09
2.2400e+02	2.1055e-09
2.2500e+02	6.5514e-09
2.2600e+02	3.4989e-09
2.2700e+02	5.3166e-09
2.2800e+02	6.0523e-09
2.2900e+02	4.6120e-09
2.3000e+02	7.6463e-09
2.3100e+02	2.4467e-09
2.3200e+02	5.0451e-09
2.3300e+02	2.8738e-09
2.3400e+02	6.0301e-09
2.3500e+02	4.8818e-09
2.3600e+02	5.8408e-09
2.3700e+02	6.3569e-09
2.3800e+02	4.4225e-09
2.3900e+02	7.2557e-09
2.4000e+02	3.9394e-09
2.4100e+02	7.8058e-09
2.4200e+02	5.4137e-09
2.4300e+02	5.6547e-09
2.4400e+02	4.8827e-09
2.4500e+02	5.2087e-09
2.4600e+02	5.0329e-09
2.4700e+02	8.0374e-09
2.4800e+02	6.9788e-09
2.4900e+02	4.3429e-09
2.5000e+02	4.4008e-09
2.5100e+02	5.9927e-09
2.5200e+02	5.2667e-09
2.5300e+02	5.4845e-09
2.5400e+02	6.6678e-09
2.5500e+02	6.0359e-09
2.5600e+02	5.9703e-09
2.5700e+02	5.0017e-09
2.5800e+02	8.0463e-09
2.5900e+02	5.3226e-09
2.6000e+02	5.9691e-09
2.6100e+02	7.1184e-09
2.6200e+02	5.6406e-09
2.6300e+02	4.0153e-09
2.6400e+02	5.6287e-09
2.6500e+02	8.7123e-09
2.6600e+02	6.0545e-09
2.6700e+02	4.2015e-09
2.6800e+02	6.5559e-09
2.6900e+02	6.5594e-09
2.7000e+02	4.8362e-09
2.7100e+02	6.4369e-09
2.7200e+02	4.9207e-09
2.7300e+02	5.3934e-09
2.7400e+02	4.5493e-09
2.7500e+02	6.7296e-09
2.7600e+02	6.3523e-09
2.7700e+02	7.7386e-09
2.7800e+02	5.9688e-09
2.7900e+02	6.8192e-09
2.8000e+02	7.1319e-09
2.8100e+02	5.5707e-09
2.8200e+02	3.9990e-09
2.8300e+02	7.4309e-09
2.8400e+02	7.0666e-09
2.8500e+02	7.2534e-09
2.8600e+02	8.5965e-09
2.8700e+02	6.5706e-09
2.8800e+02	8.7044e-09
2.8900e+02	6.8182e-09
2.9000e+02	7.4069e-09
2.9100e+02	6.1031e-09
2.9200e+02	5.3672e-09
2.9300e+02	7.9334e-09
2.9400e+02	8.2170e-09
2.9500e+02	6.0329e-09
2.9600e+02	7.2318e-09
2.9700e+02	7.7803e-09
2.9800e+02	7.7038e-09
2.9900e+02	7.5703e-09
3.0000e+02	7.5026e-09
3.0100e+02	7.2930e-09
3.0200e+02	6.9901e-09
3.0300e+02	9.6401e-09
3.0400e+02	7.6857e-09
3.0500e+02	8.0010e-09
3.0600e+02	7.9408e-09
3.0700e+02	7.3515e-09
3.0800e+02	5.9659e-09
3.0900e+02	1.0549e-08
3.1000e+02	1.0848e-08
3.1100e+02	1.0835e-08
3.1200e+02	5.3788e-09
3.1300e+02	7.2028e-09
3.1400e+02	8.1734e-09
3.1500e+02	8.5543e-09
3.1600e+02	8.4044e-09
3.1700e+02	9.7969e-09
3.1800e+02	8.6518e-09
3.1900e+02	7.8933e-09
3.2000e+02	7.8548e-09
3.2100e+02	8.5135e-09
3.2200e+02	1.0045e-08
3.2300e+02	7.8452e-09
3.2400e+02	8.0069e-09
3.2500e+02	1.0497e-08
3.2600e+02	1.0339e-08
3.2700e+02	9.6437e-09
3.2800e+02	9.8908e-09
3.2900e+02	9.1228e-09
3.3000e+02	8.6524e-09
3.3100e+02	8.2573e-09
3.3200e+02	1.0169e-08
3.3300e+02	8.2436e-09
3.3400e+02	1.0407e-08
3.3500e+02	1.1717e-08
3.3600e+02	1.0360e-08
3.3700e+02	1.3269e-08
3.3800e+02	1.0436e-08
3.3900e+02	1.1499e-08
3.4000e+02	1.3287e-08
3.4100e+02	1.0969e-08
3.4200e+02	9.5662e-09
3.4300e+02	1.2054e-08
3.4400e+02	1.0147e-08
3.4500e+02	8.5749e-09
3.4600e+02	1.0672e-08
3.4700e+02	1.5027e-08
3.4800e+02	1.0086e-08
3.4900e+02	1.2572e-08
3.5000e+02	1.2200e-08
3.5100e+02	1.2815e-08
3.5200e+02	1.0065e-08
3.5300e+02	1.2474e-08
3.5400e+02	8.4048e-09
3.5500e+02	9.9082e-09
3.5600e+02	8.7087e-09
3.5700e+02	9.6080e-09
3.5800e+02	1.2803e-08
3.5900e+02	1.0305e-08
3.6000e+02	1.0550e-08
3.6100e+02	1.3066e-08
3.6200e+02	1.2267e-08
3.6300e+02	1.4170e-08
3.6400e+02	1.0791e-08
3.6500e+02	1.3992e-08
3.6600e+02	1.4912e-08
3.6700e+02	1.0007e-08
3.6800e+02	1.4073e-08
3.6900e+02	1.1478e-08
3.7000e+02	1.4026e-08
3.7100e+02	9.8289e-09
3.7200e+02	1.0790e-08
3.7300e+02	1.5234e-08
3.7400e+02	1.4492e-08
3.7500e+02	1.5116e-08
3.7600e+02	1.4398e-08
3.7700e+02	1.2803e-08
3.7800e+02	1.4048e-08
3.7900e+02	1.3655e-08
3.8000e+02	1.1418e-08
3.8100e+02	1.4015e-08
3.8200e+02	9.0555e-09
3.8300e+02	1.4147e-08
3.8400e+02	1.2124e-08
3.8500e+02	1.0744e-08
3.8600e+02	1.3546e-08
3.8700e+02	1.1974e-08
3.8800e+02	1.7032e-08
3.8900e+02	1.3617e-08
3.9000e+02	1.4892e-08
3.9100e+02	1.0628e-08
3.9200e+02	9.7536e-09
3.9300e+02	1.2617e-08
3.9400e+02	1.1410e-08
3.9500e+02	1.4820e-08
3.9600e+02	1.1575e-08
3.9700e+02	1.5700e-08
3.9800e+02	1.3978e-08
3.9900e+02	1.2128e-08
4.0000e+02	1.5305e-08
4.0100e+02	1.0442e-08
4.0200e+02	1.4235e-08
4.0300e+02	1.5306e-08
4.0400e+02	1.0060e-08
4.0500e+02	1.4239e-08
4.0600e+02	1.0900e-08
4.0700e+02	1.6663e-08
4.0800e+02	1.4291e-08
4.0900e+02	1.2332e-08
4.1000e+02	9.2863e-09
4.1100e+02	8.9989e-09
4.1200e+02	1.4022e-08
4.1300e+02	8.2320e-09
4.1400e+02	1.7773e-08
4.1500e+02	2.1147e-08
4.1600e+02	2.0106e-08
4.1700e+02	1.6769e-08
4.1800e+02	1.1907e-08
4.1900e+02	1.1888e-08
4.2000e+02	1.6027e-08
4.2100e+02	1.5497e-08
4.2200e+02	1.7844e-08
4.2300e+02	1.2068e-08
4.2400e+02	1.4257e-08
4.2500e+02	7.9349e-09
4.2600e+02	1.8757e-08
4.2700e+02	1.9068e-08
4.2800e+02	2.0513e-08
4.2900e+02	1.5954e-08
4.3000e+02	1.3875e-08
4.3100e+02	1.9824e-08
4.3200e+02	2.2793e-08
4.3300e+02	1.2195e-08
4.3400e+02	1.4338e-08
4.3500e+02	1.8238e-08
4.3600e+02	1.5261e-08
4.3700e+02	1.6383e-08
4.3800e+02	1.8084e-08
4.3900e+02	1.8842e-08
4.4000e+02	2.3882e-08
4.4100e+02	1.3903e-08
4.4200e+02	1.5537e-08
4.4300e+02	2.2353e-08
4.4400e+02	1.8069e-08
4.4500e+02	1.8155e-08
4.4600e+02	1.7864e-08
4.4700e+02	2.2341e-08
4.4800e+02	1.6725e-08
4.4900e+02	2.1130e-08
4.5000e+02	1.7127e-08
4.5100e+02	2.4179e-08
4.5200e+02	2.0244e-08
4.5300e+02	1.8622e-08
4.5400e+02	2.0357e-08
4.5500e+02	2.3518e-08
4.5600e+02	1.6207e-08
4.5700e+02	2.2787e-08
4.5800e+02	2.4059e-08
4.5900e+02	2.5645e-08
4.6000e+02	2.1983e-08
4.6100e+02	2.3722e-08
4.6200e+02	2.4876e-08
4.6300e+02	2.1426e-08
4.6400e+02	2.4353e-08
4.6500e+02	2.2810e-08
4.6600e+02	2.2311e-08
4.6700e+02	1.9698e-08
4.6800e+02	2.5844e-08
4.6900e+02	2.8736e-08
4.7000e+02	2.8057e-08
4.7100e+02	3.3263e-08
4.7200e+02	2.5792e-08
4.7300e+02	2.8958e-08
4.7400e+02	2.9490e-08
4.7500e+02	2.8746e-08
4.7600e+02	2.5839e-08
4.7700e+02	3.1941e-08
4.7800e+02	2.9871e-08
4.7900e+02	2.7819e-08
4.8000e+02	3.0168e-08
4.8100e+02	2.6617e-08
4.8200e+02	2.8243e-08
4.8300e+02	2.8042e-08
4.8400e+02	2.7146e-08
4.8500e+02	3.1429e-08
4.8600e+02	2.8484e-08
4.8700e+02	3.4032e-08
4.8800e+02	3.6094e-08
4.8900e+02	2.7628e-08
4.9000e+02	3.4614e-08
4.9100e+02	2.9631e-08
4.9200e+02	3.5117e-08
4.9300e+02	3.5085e-08
4.9400e+02	2.7526e-08
4.9500e+02	3.4655e-08
4.9600e+02	3.2507e-08
4.9700e+02	2.8277e-08
4.9800e+02	3.1414e-08
4.9900e+02	3.1234e-08
5.0000e+02	3.3157e-08
5.0100e+02	3.8811e-08
5.0200e+02	3.2209e-08
5.0300e+02	3.5249e-08
5.0400e+02	3.6652e-08
5.0500e+02	3.9646e-08
5.0600e+02	3.1524e-08
5.0700e+02	3.0069e-08
5.0800e+02	3.3764e-08
5.0900e+02	3.2887e-08
5.1000e+02	3.4125e-08
5.1100e+02	3.4558e-08
5.1200e+02	3.4940e-08
5.1300e+02	4.1930e-08
5.1400e+02	3.8089e-08
5.1500e+02	3.6411e-08
5.1600e+02	3.5038e-08
5.1700e+02	4.3144e-08
5.1800e+02	4.7254e-08
5.1900e+02	5.0645e-08
5.2000e+02	5.1101e-08
5.2100e+02	3.2406e-08
5.2200e+02	3.6169e-08
5.2300e+02	3.4018e-08
5.2400e+02	5.1190e-08
5.2500e+02	4.7633e-08
5.2600e+02	3.7021e-08
5.2700e+02	4.4546e-08
5.2800e+02	4.5654e-08
5.2900e+02	4.7179e-08
5.3000e+02	4.2352e-08
5.3100e+02	4.2103e-08
5.3200e+02	4.4129e-08
5.3300e+02	4.5866e-08
5.3400e+02	5.5410e-08
5.3500e+02	5.2073e-08
5.3600e+02	4.5871e-08
5.3700e+02	4.0872e-08
5.3800e+02	5.1007e-08
5.3900e+02	4.9680e-08
5.4000e+02	5.2892e-08
5.4100e+02	4.8763e-08
5.4200e+02	3.7254e-08
5.4300e+02	3.7684e-08
5.4400e+02	4.4972e-08
5.4500e+02	4.2641e-08
5.4600e+02	4.8985e-08
5.4700e+02	5.0294e-08
5.4800e+02	5.0329e-08
5.4900e+02	4.7485e-08
5.5000e+02	4.4119e-08
5.5100e+02	4.2076e-08
5.5200e+02	5.7993e-08
5.5300e+02	4.9509e-08
5.5400e+02	4.8364e-08
5.5500e+02	4.9840e-08
5.5600e+02	5.3779e-08
5.5700e+02	5.8743e-08
5.5800e+02	4.6483e-08
5.5900e+02	5.2673e-08
5.6000e+02	5.4040e-08
5.6100e+02	5.8719e-08
5.6200e+02	5.6282e-08
5.6300e+02	6.1902e-08
5.6400e+02	5.7554e-08
5.6500e+02	4.0239e-08
5.6600e+02	5.8039e-08
5.6700e+02	6.3680e-08
5.6800e+02	5.3218e-08
5.6900e+02	6.1530e-08
5.7000e+02	5.5111e-08
5.7100e+02	4.1888e-08
5.7200e+02	5.7892e-08
5.7300e+02	5.9919e-08
5.7400e+02	5.2849e-08
5.7500e+02	5.6816e-08
5.7600e+02	5.5436e-08
5.7700e+02	5.1968e-08
5.7800e+02	5.8727e-08
5.7900e+02	5.8801e-08
5.8000e+02	6.3138e-08
5.8100e+02	5.8118e-08
5.8200e+02	5.3762e-08
5.8300e+02	4.9331e-08
5.8400e+02	5.8671e-08
5.8500e+02	5.9275e-08
5.8600e+02	6.4028e-08
5.8700e+02	6.7917e-08
5.8800e+02	5.6334e-08
5.8900e+02	6.1362e-08
5.9000e+02	5.3099e-08
5.9100e+02	4.9341e-08
5.9200e+02	5.4372e-08
5.9300e+02	5.1982e-08
5.9400e+02	6.1060e-08
5.9500e+02	6.3664e-08
5.9600e+02	5.7471e-08
5.9700e+02	6.3711e-08
5.9800e+02	6.7868e-08
5.9900e+02	6.0421e-08
6.0000e+02	5.6745e-08
6.0100e+02	6.2336e-08
6.0200e+02	6.4135e-08
6.0300e+02	6.6492e-08
6.0400e+02	5.9780e-08
6.0500e+02	5.3658e-08
6.0600e+02	5.5257e-08
6.0700e+02	5.5338e-08
6.0800e+02	6.1085e-08
6.0900e+02	4.8152e-08
6.1000e+02	5.5908e-08
6.1100e+02	6.3296e-08
6.1200e+02	5.8211e-08
6.1300e+02	5.8477e-08
6.1400e+02	4.1353e-08
6.1500e+02	5.6424e-08
6.1600e+02	5.4531e-08
6.1700e+02	6.8511e-08
6.1800e+02	5.6836e-08
6.1900e+02	6.4222e-08
6.2000e+02	5.7119e-08
6.2100e+02	5.8385e-08
6.2200e+02	4.3735e-08
6.2300e+02	5.3378e-08
6.2400e+02	5.2186e-08
6.2500e+02	6.2516e-08
6.2600e+02	6.0659e-08
6.2700e+02	6.7938e-08
6.2800e+02	6.6106e-08
6.2900e+02	4.6572e-08
6.3000e+02	5.3364e-08
6.3100e+02	6.9079e-08
6.3200e+02	5.2614e-08
6.3300e+02	4.1323e-08
6.3400e+02	5.5325e-08
6.3500e+02	5.3291e-08
6.3600e+02	5.4494e-08
6.3700e+02	5.7873e-08
6.3800e+02	4.7529e-08
6.3900e+02	6.9644e-08
6.4000e+02	6.8569e-08
6.4100e+02	5.8844e-08
6.4200e+02	5.1097e-08
6.4300e+02	4.3545e-08
6.4400e+02	5.5108e-08
6.4500e+02	4.7257e-08
6.4600e+02	4.6870e-08
6.4700e+02	6.4790e-08
6.4800e+02	7.2167e-08
6.4900e+02	6.9205e-08
6.5000e+02	8.0461e-08
6.5100e+02	5.9638e-08
6.5200e+02	4.9520e-08
6.5300e+02	5.4310e-08
6.5400e+02	5.4800e-08
6.5500e+02	6.7336e-08
6.5600e+02	4.2184e-08
6.5700e+02	4.7963e-08
6.5800e+02	6.4808e-08
6.5900e+02	4.9763e-08
6.6000e+02	5.6885e-08
6.6100e+02	6.2392e-08
6.6200e+02	5.7025e-08
6.6300e+02	4.9617e-08
6.6400e+02	6.7289e-08
6.6500e+02	4.6199e-08
6.6600e+02	5.4565e-08
6.6700e+02	4.4565e-08
6.6800e+02	5.4306e-08
6.6900e+02	4.5845e-08
6.7000e+02	6.6437e-08
6.7100e+02	5.0627e-08
6.7200e+02	4.8404e-08
6.7300e+02	3.3708e-08
6.7400e+02	5.4634e-08
6.7500e+02	4.1904e-08
6.7600e+02	4.0540e-08
6.7700e+02	3.6346e-08
6.7800e+02	4.8895e-08
6.7900e+02	4.2475e-08
6.8000e+02	5.4210e-08
6.8100e+02	5.2427e-08
6.8200e+02	6.5406e-08
6.8300e+02	4.8811e-08
6.8400e+02	4.9021e-08
6.8500e+02	4.6437e-08
6.8600e+02	4.3833e-08
6.8700e+02	4.9607e-08
6.8800e+02	5.3455e-08
6.8900e+02	5.2369e-08
6.9000e+02	4.0033e-08
6.9100e+02	5.3593e-08
6.9200e+02	5.1442e-08
6.9300e+02	4.0779e-08
6.9400e+02	4.2602e-08
6.9500e+02	4.9465e-08
6.9600e+02	5.7109e-08
6.9700e+02	6.3356e-08
6.9800e+02	6.0798e-08
6.9900e+02	5.6058e-08
7.0000e+02	5.1098e-08
7.0100e+02	3.8809e-08
7.0200e+02	5.9544e-08
7.0300e+02	5.5817e-08
7.0400e+02	4.6791e-08
7.0500e+02	3.6809e-08
7.0600e+02	4.4077e-08
7.0700e+02	5.1673e-08
7.0800e+02	5.3132e-08
7.0900e+02	4.2344e-08
7.1000e+02	5.3876e-08
7.1100e+02	5.5536e-08
7.1200e+02	4.5607e-08
7.1300e+02	5.2149e-08
7.1400e+02	5.8341e-08
7.1500e+02	5.6491e-08
7.1600e+02	5.2342e-08
7.1700e+02	3.3703e-08
7.1800e+02	6.0826e-08
7.1900e+02	4.6845e-08
7.2000e+02	4.7076e-08
7.2100e+02	3.9408e-08
7.2200e+02	5.2706e-08
7.2300e+02	4.7044e-08
7.2400e+02	4.8256e-08
7.2500e+02	3.2894e-08
7.2600e+02	3.3391e-08
7.2700e+02	3.5248e-08
7.2800e+02	5.6060e-08
7.2900e+02	4.8843e-08
7.3000e+02	4.0052e-08
7.3100e+02	2.5397e-08
7.3200e+02	5.0215e-08
7.3300e+02	5.2330e-08
7.3400e+02	5.2436e-08
7.3500e+02	3.6535e-08
7.3600e+02	3.9596e-08
7.3700e+02	4.7209e-08
7.3800e+02	2.9735e-08
7.3900e+02	3.4949e-08
7.4000e+02	4.4502e-08
7.4100e+02	3.0302e-08
7.4200e+02	4.5048e-08
7.4300e+02	2.7048e-08
7.4400e+02	3.4181e-08
7.4500e+02	4.2548e-08
7.4600e+02	2.3094e-08
7.4700e+02	3.1021e-08
7.4800e+02	5.0567e-08
7.4900e+02	5.5033e-08
7.5000e+02	4.0396e-08
7.5100e+02	3.3751e-08
7.5200e+02	4.0471e-08
7.5300e+02	2.8214e-08
7.5400e+02	1.0497e-08
7.5500e+02	3.3379e-08
7.5600e+02	5.9578e-08
7.5700e+02	3.9974e-08
7.5800e+02	4.1258e-08
7.5900e+02	3.3180e-08
7.6000e+02	4.8642e-08
7.6100e+02	3.4785e-08
7.6200e+02	1.6918e-08
7.6300e+02	1.5630e-08
7.6400e+02	2.6725e-08
7.6500e+02	3.8548e-08
7.6600e+02	3.6803e-08
7.6700e+02	4.3190e-08
7.6800e+02	3.8839e-08
7.6900e+02	3.8377e-08
7.7000e+02	2.2106e-08
7.7100e+02	4.2660e-08
7.7200e+02	3.9397e-08
7.7300e+02	6.8414e-08
7.7400e+02	4.0901e-08
7.7500e+02	3.8052e-08
7.7600e+02	2.9616e-08
7.7700e+02	3.1910e-08
7.7800e+02	2.7346e-08
7.7900e+02	4.1713e-08
7.8000e+02	4.3716e-08
7.8100e+02	4.6984e-08
7.8200e+02	1.6567e-08
7.8300e+02	3.9280e-08
7.8400e+02	4.9794e-08
7.8500e+02	2.0008e-09
7.8600e+02	3.3336e-08
7.8700e+02	3.8701e-08
7.8800e+02	3.5160e-08
7.8900e+02	1.7184e-08
7.9000e+02	3.4406e-08
7.9100e+02	3.2396e-08
7.9200e+02	2.2694e-08
7.9300e+02	4.2951e-08
7.9400e+02	4.8430e-08
7.9500e+02	2.0262e-08
7.9600e+02	5.8113e-08
7.9700e+02	1.1608e-08
7.9800e+02	3.9506e-08
7.9900e+02	2.2551e-08
8.0000e+02	2.8168e-08
8.0100e+02	3.5401e-08
8.0200e+02	1.3168e-08
8.0300e+02	3.8875e-08
8.0400e+02	2.6403e-08
8.0500e+02	1.8489e-08
8.0600e+02	-3.3015e-09
8.0700e+02	1.1479e-08
8.0800e+02	1.8567e-08
8.0900e+02	4.6088e-08
8.1000e+02	1.8485e-09
8.1100e+02	4.9059e-08
8.1200e+02	2.7863e-08
8.1300e+02	4.0392e-08
8.1400e+02	2.9420e-08
8.1500e+02	1.4176e-08
8.1600e+02	4.2550e-08
8.1700e+02	3.0304e-08
8.1800e+02	1.7360e-08
8.1900e+02	1.5184e-08
8.2000e+02	5.7081e-08
8.2100e+02	2.8785e-08
8.2200e+02	1.8095e-08
8.2300e+02	2.5451e-08
8.2400e+02	1.7281e-08
8.2500e+02	2.3946e-08
8.2600e+02	3.3160e-08
8.2700e+02	8.3584e-09
8.2800e+02	1.8578e-08
8.2900e+02	-3.7364e-08
8.3000e+02	4.2537e-08
8.3100e+02	1.1520e-08
8.3200e+02	2.9807e-08
8.3300e+02	2.8241e-08
8.3400e+02	1.0316e-08
8.3500e+02	-7.2075e-10
8.3600e+02	1.0762e-08
8.3700e+02	-2.3658e-10
8.3800e+02	1.1608e-08
8.3900e+02	1.5032e-09
8.4000e+02	2.2570e-08
8.4100e+02	2.0332e-08
8.4200e+02	2.5751e-08
8.4300e+02	4.3536e-08
8.4400e+02	5.9601e-08
8.4500e+02	-1.0308e-08
8.4600e+02	9.0341e-10
8.4700e+02	1.8786e-09
8.4800e+02	8.3307e-09
8.4900e+02	-4.8059e-08
8.5000e+02	4.0370e-08
8.5100e+02	-6.0616e-09
8.5200e+02	-3.1736e-08
8.5300e+02	-3.2872e-08
8.5400e+02	1.9191e-08
8.5500e+02	2.5174e-08
8.5600e+02	-2.2892e-08
8.5700e+02	2.5407e-08
8.5800e+02	1.0612e-08
8.5900e+02	2.7702e-08
8.6000e+02	-2.0343e-08
8.6100e+02	4.2420e-08
8.6200e+02	-8.0147e-09
8.6300e+02	1.8541e-08
8.6400e+02	1.3437e-08
8.6500e+02	3.5532e-09
8.6600e+02	3.5615e-08
8.6700e+02	-4.9485e-08
8.6800e+02	7.5768e-09
8.6900e+02	1.8349e-08
8.7000e+02	-2.1043e-08
8.7100e+02	3.7810e-08
