# L	D_L^MCN0
8.6700e+02	8.9096e-06
8.6800e+02	8.5913e-06
8.6900e+02	9.3200e-06
8.7000e+02	8.4226e-06
8.7100e+02	1.1264e-05
8.7200e+02	9.8078e-06
8.7300e+02	8.3612e-06
8.7400e+02	9.7444e-06
8.7500e+02	9.4127e-06
8.7600e+02	1.0956e-05
8.7700e+02	9.7908e-06
8.7800e+02	9.7184e-06
8.7900e+02	1.0630e-05
8.8000e+02	9.7436e-06
8.8100e+02	9.9115e-06
8.8200e+02	1.0872e-05
8.8300e+02	9.5684e-06
8.8400e+02	1.0789e-05
8.8500e+02	1.0610e-05
8.8600e+02	1.0198e-05
8.8700e+02	1.0653e-05
8.8800e+02	1.1631e-05
8.8900e+02	1.1485e-05
8.9000e+02	1.1450e-05
8.9100e+02	1.0484e-05
8.9200e+02	1.1267e-05
8.9300e+02	1.3501e-05
8.9400e+02	1.2383e-05
8.9500e+02	1.1260e-05
8.9600e+02	1.2571e-05
8.9700e+02	1.1950e-05
8.9800e+02	1.4374e-05
8.9900e+02	1.1564e-05
9.0000e+02	1.4685e-05
9.0100e+02	1.2843e-05
9.0200e+02	1.4508e-05
9.0300e+02	1.9309e-05
9.0400e+02	1.3473e-05
9.0500e+02	1.6824e-05
9.0600e+02	1.5745e-05
9.0700e+02	1.8044e-05
9.0800e+02	1.5576e-05
9.0900e+02	1.6943e-05
9.1000e+02	1.4581e-05
9.1100e+02	1.8578e-05
9.1200e+02	1.2138e-05
9.1300e+02	1.6104e-05
9.1400e+02	1.6571e-05
9.1500e+02	1.5609e-05
9.1600e+02	1.4714e-05
9.1700e+02	2.0015e-05
9.1800e+02	1.8330e-05
9.1900e+02	1.4684e-05
9.2000e+02	1.6067e-05
9.2100e+02	2.1037e-05
9.2200e+02	1.9892e-05
9.2300e+02	1.7983e-05
9.2400e+02	1.7219e-05
9.2500e+02	1.6080e-05
9.2600e+02	1.8426e-05
9.2700e+02	1.7852e-05
9.2800e+02	2.1843e-05
9.2900e+02	1.9114e-05
9.3000e+02	2.1754e-05
9.3100e+02	2.3581e-05
9.3200e+02	2.0730e-05
9.3300e+02	1.7294e-05
9.3400e+02	1.9093e-05
9.3500e+02	1.8882e-05
9.3600e+02	1.8874e-05
9.3700e+02	1.8014e-05
9.3800e+02	2.0980e-05
9.3900e+02	2.2507e-05
9.4000e+02	2.2391e-05
9.4100e+02	2.3605e-05
9.4200e+02	2.2982e-05
9.4300e+02	2.4555e-05
9.4400e+02	2.4135e-05
9.4500e+02	2.1775e-05
9.4600e+02	1.9753e-05
9.4700e+02	2.4595e-05
9.4800e+02	2.4940e-05
9.4900e+02	2.5846e-05
9.5000e+02	2.3508e-05
9.5100e+02	2.2942e-05
9.5200e+02	2.9244e-05
9.5300e+02	2.7572e-05
9.5400e+02	2.7454e-05
9.5500e+02	2.5451e-05
9.5600e+02	2.9756e-05
9.5700e+02	2.6678e-05
9.5800e+02	2.7243e-05
9.5900e+02	2.4238e-05
9.6000e+02	3.0269e-05
9.6100e+02	2.3508e-05
9.6200e+02	2.3394e-05
9.6300e+02	2.9894e-05
9.6400e+02	3.7406e-05
9.6500e+02	3.9863e-05
9.6600e+02	3.5920e-05
9.6700e+02	3.2810e-05
9.6800e+02	3.2703e-05
9.6900e+02	3.6782e-05
9.7000e+02	4.8899e-05
9.7100e+02	2.8411e-05
9.7200e+02	3.2338e-05
9.7300e+02	3.5984e-05
9.7400e+02	3.1141e-05
9.7500e+02	3.7864e-05
9.7600e+02	3.2907e-05
9.7700e+02	2.9095e-05
9.7800e+02	3.7330e-05
9.7900e+02	3.8603e-05
9.8000e+02	3.7537e-05
9.8100e+02	3.6772e-05
9.8200e+02	4.3196e-05
9.8300e+02	4.4864e-05
9.8400e+02	5.7033e-05
9.8500e+02	4.7605e-05
9.8600e+02	4.5051e-05
9.8700e+02	5.1270e-05
9.8800e+02	3.5540e-05
9.8900e+02	6.0246e-05
9.9000e+02	3.8677e-05
9.9100e+02	4.3564e-05
9.9200e+02	4.3606e-05
9.9300e+02	6.9077e-05
9.9400e+02	6.2613e-05
9.9500e+02	6.0282e-05
9.9600e+02	5.6883e-05
9.9700e+02	4.3769e-05
9.9800e+02	6.3083e-05
9.9900e+02	5.9619e-05
1.0000e+03	6.4264e-05
1.0010e+03	9.0212e-05
1.0020e+03	5.7302e-05
1.0030e+03	6.4215e-05
1.0040e+03	1.1155e-04
1.0050e+03	4.6586e-05
1.0060e+03	5.3948e-05
1.0070e+03	4.7064e-05
1.0080e+03	6.1772e-05
1.0090e+03	4.8884e-05
1.0100e+03	7.1152e-05
1.0110e+03	7.4462e-05
1.0120e+03	6.7615e-05
1.0130e+03	8.9630e-05
1.0140e+03	6.5571e-05
1.0150e+03	7.0132e-05
1.0160e+03	7.6076e-05
1.0170e+03	5.7613e-05
1.0180e+03	8.0563e-05
1.0190e+03	7.2741e-05
1.0200e+03	1.1385e-04
1.0210e+03	7.5127e-05
1.0220e+03	8.2426e-05
1.0230e+03	7.0443e-05
1.0240e+03	9.7382e-05
