 #L        TxT           TxE           TxP           TxW1          ExT           ExE           ExP           ExW1          PxT           PxE           PxP           PxW1          W1xT          W1xE          W1xP         W1xW1       
872   2.256879e+03  3.704406e+01  8.309104e-06  1.922333e-04  3.704406e+01  1.598598e+01  1.669283e-07  9.488130e-07  8.309104e-06  1.669283e-07  8.340334e-09  4.020069e-06  1.922333e-04  9.488130e-07  4.020069e-06  6.127084e-03
873   2.246190e+03  3.839182e+01  8.261858e-06  1.922656e-04  3.839182e+01  1.621418e+01  1.757478e-07  9.403096e-07  8.261858e-06  1.757478e-07  8.325419e-09  4.018230e-06  1.922656e-04  9.403096e-07  4.018230e-06  6.131596e-03
874   2.235383e+03  3.971306e+01  8.214457e-06  1.923590e-04  3.971306e+01  1.644714e+01  1.845198e-07  9.310936e-07  8.214457e-06  1.845198e-07  8.310543e-09  4.016395e-06  1.923590e-04  9.310936e-07  4.016395e-06  6.136108e-03
875   2.224456e+03  4.100710e+01  8.166903e-06  1.925100e-04  4.100710e+01  1.668470e+01  1.932429e-07  9.212099e-07  8.166903e-06  1.932429e-07  8.295708e-09  4.014565e-06  1.925100e-04  9.212099e-07  4.014565e-06  6.140621e-03
876   2.213418e+03  4.227351e+01  8.119200e-06  1.927147e-04  4.227351e+01  1.692672e+01  2.019158e-07  9.107037e-07  8.119200e-06  2.019158e-07  8.280912e-09  4.012738e-06  1.927147e-04  9.107037e-07  4.012738e-06  6.145135e-03
877   2.202269e+03  4.351153e+01  8.071349e-06  1.929695e-04  4.351153e+01  1.717305e+01  2.105373e-07  8.996201e-07  8.071349e-06  2.105373e-07  8.266157e-09  4.010917e-06  1.929695e-04  8.996201e-07  4.010917e-06  6.149649e-03
878   2.191031e+03  4.472080e+01  8.023352e-06  1.932707e-04  4.472080e+01  1.742362e+01  2.191060e-07  8.880040e-07  8.023352e-06  2.191060e-07  8.251440e-09  4.009099e-06  1.932707e-04  8.880040e-07  4.009099e-06  6.154164e-03
879   2.179688e+03  4.590064e+01  7.975213e-06  1.936147e-04  4.590064e+01  1.767834e+01  2.276207e-07  8.759008e-07  7.975213e-06  2.276207e-07  8.236763e-09  4.007285e-06  1.936147e-04  8.759008e-07  4.007285e-06  6.158679e-03
880   2.168257e+03  4.705062e+01  7.926933e-06  1.939977e-04  4.705062e+01  1.793708e+01  2.360802e-07  8.633553e-07  7.926933e-06  2.360802e-07  8.222125e-09  4.005476e-06  1.939977e-04  8.633553e-07  4.005476e-06  6.163195e-03
881   2.156729e+03  4.817021e+01  7.878515e-06  1.944161e-04  4.817021e+01  1.819975e+01  2.444832e-07  8.504127e-07  7.878515e-06  2.444832e-07  8.207526e-09  4.003671e-06  1.944161e-04  8.504127e-07  4.003671e-06  6.167712e-03
882   2.145119e+03  4.925897e+01  7.829960e-06  1.948662e-04  4.925897e+01  1.846636e+01  2.528283e-07  8.371181e-07  7.829960e-06  2.528283e-07  8.192967e-09  4.001870e-06  1.948662e-04  8.371181e-07  4.001870e-06  6.172230e-03
883   2.133420e+03  5.031630e+01  7.781273e-06  1.953443e-04  5.031630e+01  1.873669e+01  2.611143e-07  8.235167e-07  7.781273e-06  2.611143e-07  8.178445e-09  4.000073e-06  1.953443e-04  8.235167e-07  4.000073e-06  6.176748e-03
884   2.121632e+03  5.134183e+01  7.732454e-06  1.958467e-04  5.134183e+01  1.901080e+01  2.693400e-07  8.096533e-07  7.732454e-06  2.693400e-07  8.163963e-09  3.998280e-06  1.958467e-04  8.096533e-07  3.998280e-06  6.181267e-03
885   2.109762e+03  5.233496e+01  7.683506e-06  1.963698e-04  5.233496e+01  1.928855e+01  2.775040e-07  7.955733e-07  7.683506e-06  2.775040e-07  8.149519e-09  3.996491e-06  1.963698e-04  7.955733e-07  3.996491e-06  6.185787e-03
886   2.097810e+03  5.329533e+01  7.634432e-06  1.969098e-04  5.329533e+01  1.956980e+01  2.856051e-07  7.813216e-07  7.634432e-06  2.856051e-07  8.135113e-09  3.994707e-06  1.969098e-04  7.813216e-07  3.994707e-06  6.190307e-03
887   2.085777e+03  5.422278e+01  7.585233e-06  1.974632e-04  5.422278e+01  1.985454e+01  2.936420e-07  7.669433e-07  7.585233e-06  2.936420e-07  8.120746e-09  3.992926e-06  1.974632e-04  7.669433e-07  3.992926e-06  6.194828e-03
888   2.073676e+03  5.511724e+01  7.535913e-06  1.980261e-04  5.511724e+01  2.014262e+01  3.016134e-07  7.524836e-07  7.535913e-06  3.016134e-07  8.106416e-09  3.991149e-06  1.980261e-04  7.524836e-07  3.991149e-06  6.199350e-03
889   2.061494e+03  5.597879e+01  7.486474e-06  1.985949e-04  5.597879e+01  2.043382e+01  3.095181e-07  7.379875e-07  7.486474e-06  3.095181e-07  8.092125e-09  3.989377e-06  1.985949e-04  7.379875e-07  3.989377e-06  6.203872e-03
890   2.049252e+03  5.680720e+01  7.436918e-06  1.991660e-04  5.680720e+01  2.072814e+01  3.173547e-07  7.235000e-07  7.436918e-06  3.173547e-07  8.077871e-09  3.987608e-06  1.991660e-04  7.235000e-07  3.987608e-06  6.208395e-03
891   2.036944e+03  5.760254e+01  7.387246e-06  1.997357e-04  5.760254e+01  2.102543e+01  3.251221e-07  7.090664e-07  7.387246e-06  3.251221e-07  8.063654e-09  3.985844e-06  1.997357e-04  7.090664e-07  3.985844e-06  6.212919e-03
892   2.024576e+03  5.836467e+01  7.337463e-06  2.003002e-04  5.836467e+01  2.132555e+01  3.328189e-07  6.947317e-07  7.337463e-06  3.328189e-07  8.049475e-09  3.984083e-06  2.003002e-04  6.947317e-07  3.984083e-06  6.217443e-03
893   2.012148e+03  5.909359e+01  7.287570e-06  2.008559e-04  5.909359e+01  2.162841e+01  3.404438e-07  6.805409e-07  7.287570e-06  3.404438e-07  8.035334e-09  3.982327e-06  2.008559e-04  6.805409e-07  3.982327e-06  6.221968e-03
894   1.999676e+03  5.978914e+01  7.237569e-06  2.013991e-04  5.978914e+01  2.193373e+01  3.479957e-07  6.665392e-07  7.237569e-06  3.479957e-07  8.021229e-09  3.980574e-06  2.013991e-04  6.665392e-07  3.980574e-06  6.226494e-03
895   1.987144e+03  6.045111e+01  7.187462e-06  2.019262e-04  6.045111e+01  2.224157e+01  3.554731e-07  6.527716e-07  7.187462e-06  3.554731e-07  8.007162e-09  3.978825e-06  2.019262e-04  6.527716e-07  3.978825e-06  6.231021e-03
896   1.974575e+03  6.107949e+01  7.137253e-06  2.024333e-04  6.107949e+01  2.255164e+01  3.628748e-07  6.392833e-07  7.137253e-06  3.628748e-07  7.993131e-09  3.977081e-06  2.024333e-04  6.392833e-07  3.977081e-06  6.235548e-03
897   1.961961e+03  6.167407e+01  7.086944e-06  2.029170e-04  6.167407e+01  2.286386e+01  3.701996e-07  6.261192e-07  7.086944e-06  3.701996e-07  7.979137e-09  3.975340e-06  2.029170e-04  6.261192e-07  3.975340e-06  6.240076e-03
898   1.949310e+03  6.223468e+01  7.036536e-06  2.033735e-04  6.223468e+01  2.317810e+01  3.774462e-07  6.133246e-07  7.036536e-06  3.774462e-07  7.965179e-09  3.973603e-06  2.033735e-04  6.133246e-07  3.973603e-06  6.244605e-03
899   1.936629e+03  6.276127e+01  6.986032e-06  2.037990e-04  6.276127e+01  2.349411e+01  3.846133e-07  6.009446e-07  6.986032e-06  3.846133e-07  7.951258e-09  3.971870e-06  2.037990e-04  6.009446e-07  3.971870e-06  6.249134e-03
900   1.923918e+03  6.325360e+01  6.935435e-06  2.041900e-04  6.325360e+01  2.381191e+01  3.916996e-07  5.890240e-07  6.935435e-06  3.916996e-07  7.937373e-09  3.970140e-06  2.041900e-04  5.890240e-07  3.970140e-06  6.253664e-03
901   1.911178e+03  6.371160e+01  6.884748e-06  2.045434e-04  6.371160e+01  2.413119e+01  3.987041e-07  5.775987e-07  6.884748e-06  3.987041e-07  7.923524e-09  3.968415e-06  2.045434e-04  5.775987e-07  3.968415e-06  6.258195e-03
902   1.898422e+03  6.413519e+01  6.833974e-06  2.048597e-04  6.413519e+01  2.445196e+01  4.056264e-07  5.666656e-07  6.833974e-06  4.056264e-07  7.909711e-09  3.966693e-06  2.048597e-04  5.666656e-07  3.966693e-06  6.262727e-03
903   1.885652e+03  6.452416e+01  6.783120e-06  2.051396e-04  6.452416e+01  2.477407e+01  4.124667e-07  5.562127e-07  6.783120e-06  4.124667e-07  7.895934e-09  3.964975e-06  2.051396e-04  5.562127e-07  3.964975e-06  6.267259e-03
904   1.872866e+03  6.487851e+01  6.732190e-06  2.053842e-04  6.487851e+01  2.509737e+01  4.192248e-07  5.462275e-07  6.732190e-06  4.192248e-07  7.882193e-09  3.963261e-06  2.053842e-04  5.462275e-07  3.963261e-06  6.271792e-03
905   1.860073e+03  6.519808e+01  6.681189e-06  2.055944e-04  6.519808e+01  2.542170e+01  4.259008e-07  5.366977e-07  6.681189e-06  4.259008e-07  7.868487e-09  3.961551e-06  2.055944e-04  5.366977e-07  3.961551e-06  6.276326e-03
906   1.847272e+03  6.548273e+01  6.630124e-06  2.057713e-04  6.548273e+01  2.574708e+01  4.324945e-07  5.276111e-07  6.630124e-06  4.324945e-07  7.854817e-09  3.959845e-06  2.057713e-04  5.276111e-07  3.959845e-06  6.280860e-03
907   1.834479e+03  6.573239e+01  6.578998e-06  2.059159e-04  6.573239e+01  2.607320e+01  4.390059e-07  5.189553e-07  6.578998e-06  4.390059e-07  7.841182e-09  3.958142e-06  2.059159e-04  5.189553e-07  3.958142e-06  6.285395e-03
908   1.821685e+03  6.594712e+01  6.527817e-06  2.060290e-04  6.594712e+01  2.639998e+01  4.454351e-07  5.107181e-07  6.527817e-06  4.454351e-07  7.827582e-09  3.956443e-06  2.060290e-04  5.107181e-07  3.956443e-06  6.289931e-03
909   1.808899e+03  6.612693e+01  6.476586e-06  2.061118e-04  6.612693e+01  2.672744e+01  4.517820e-07  5.028871e-07  6.476586e-06  4.517820e-07  7.814018e-09  3.954748e-06  2.061118e-04  5.028871e-07  3.954748e-06  6.294468e-03
910   1.796121e+03  6.627190e+01  6.425310e-06  2.061652e-04  6.627190e+01  2.705534e+01  4.580465e-07  4.954499e-07  6.425310e-06  4.580465e-07  7.800488e-09  3.953056e-06  2.061652e-04  4.954499e-07  3.953056e-06  6.299005e-03
911   1.783357e+03  6.638210e+01  6.373995e-06  2.061901e-04  6.638210e+01  2.738353e+01  4.642286e-07  4.883944e-07  6.373995e-06  4.642286e-07  7.786994e-09  3.951368e-06  2.061901e-04  4.883944e-07  3.951368e-06  6.303543e-03
912   1.770615e+03  6.645760e+01  6.322646e-06  2.061875e-04  6.645760e+01  2.771195e+01  4.703283e-07  4.817082e-07  6.322646e-06  4.703283e-07  7.773534e-09  3.949684e-06  2.061875e-04  4.817082e-07  3.949684e-06  6.308082e-03
913   1.757895e+03  6.649848e+01  6.271267e-06  2.061585e-04  6.649848e+01  2.804052e+01  4.763455e-07  4.753790e-07  6.271267e-06  4.763455e-07  7.760109e-09  3.948004e-06  2.061585e-04  4.753790e-07  3.948004e-06  6.312621e-03
914   1.745198e+03  6.650474e+01  6.219864e-06  2.061040e-04  6.650474e+01  2.836901e+01  4.822803e-07  4.693944e-07  6.219864e-06  4.822803e-07  7.746718e-09  3.946327e-06  2.061040e-04  4.693944e-07  3.946327e-06  6.317162e-03
915   1.732523e+03  6.647653e+01  6.168442e-06  2.060250e-04  6.647653e+01  2.869735e+01  4.881325e-07  4.637422e-07  6.168442e-06  4.881325e-07  7.733362e-09  3.944654e-06  2.060250e-04  4.637422e-07  3.944654e-06  6.321702e-03
916   1.719885e+03  6.641399e+01  6.117006e-06  2.059225e-04  6.641399e+01  2.902547e+01  4.939022e-07  4.584101e-07  6.117006e-06  4.939022e-07  7.720041e-09  3.942985e-06  2.059225e-04  4.584101e-07  3.942985e-06  6.326244e-03
917   1.707276e+03  6.631713e+01  6.065562e-06  2.057974e-04  6.631713e+01  2.935307e+01  4.995893e-07  4.533857e-07  6.065562e-06  4.995893e-07  7.706753e-09  3.941319e-06  2.057974e-04  4.533857e-07  3.941319e-06  6.330786e-03
918   1.694698e+03  6.618625e+01  6.014114e-06  2.056508e-04  6.618625e+01  2.968014e+01  5.051937e-07  4.486568e-07  6.014114e-06  5.051937e-07  7.693500e-09  3.939657e-06  2.056508e-04  4.486568e-07  3.939657e-06  6.335330e-03
919   1.682164e+03  6.602134e+01  5.962668e-06  2.054836e-04  6.602134e+01  3.000647e+01  5.107155e-07  4.442110e-07  5.962668e-06  5.107155e-07  7.680281e-09  3.937998e-06  2.054836e-04  4.442110e-07  3.937998e-06  6.339873e-03
920   1.669674e+03  6.582255e+01  5.911228e-06  2.052968e-04  6.582255e+01  3.033199e+01  5.161547e-07  4.400361e-07  5.911228e-06  5.161547e-07  7.667095e-09  3.936343e-06  2.052968e-04  4.400361e-07  3.936343e-06  6.344418e-03
921   1.657222e+03  6.559004e+01  5.859801e-06  2.050914e-04  6.559004e+01  3.065646e+01  5.215111e-07  4.361197e-07  5.859801e-06  5.215111e-07  7.653944e-09  3.934692e-06  2.050914e-04  4.361197e-07  3.934692e-06  6.348963e-03
922   1.644821e+03  6.532418e+01  5.808390e-06  2.048684e-04  6.532418e+01  3.097981e+01  5.267847e-07  4.324495e-07  5.808390e-06  5.267847e-07  7.640826e-09  3.933044e-06  2.048684e-04  4.324495e-07  3.933044e-06  6.353509e-03
923   1.632480e+03  6.502518e+01  5.757002e-06  2.046287e-04  6.502518e+01  3.130198e+01  5.319755e-07  4.290132e-07  5.757002e-06  5.319755e-07  7.627741e-09  3.931399e-06  2.046287e-04  4.290132e-07  3.931399e-06  6.358056e-03
924   1.620184e+03  6.469343e+01  5.705641e-06  2.043734e-04  6.469343e+01  3.162281e+01  5.370836e-07  4.257985e-07  5.705641e-06  5.370836e-07  7.614690e-09  3.929759e-06  2.043734e-04  4.257985e-07  3.929759e-06  6.362603e-03
925   1.607954e+03  6.432921e+01  5.654313e-06  2.041034e-04  6.432921e+01  3.194207e+01  5.421087e-07  4.227932e-07  5.654313e-06  5.421087e-07  7.601673e-09  3.928121e-06  2.041034e-04  4.227932e-07  3.928121e-06  6.367151e-03
926   1.595784e+03  6.393297e+01  5.603023e-06  2.038197e-04  6.393297e+01  3.225977e+01  5.470510e-07  4.199848e-07  5.603023e-06  5.470510e-07  7.588688e-09  3.926488e-06  2.038197e-04  4.199848e-07  3.926488e-06  6.371700e-03
927   1.583681e+03  6.350495e+01  5.551775e-06  2.035233e-04  6.350495e+01  3.257569e+01  5.519103e-07  4.173610e-07  5.551775e-06  5.519103e-07  7.575737e-09  3.924858e-06  2.035233e-04  4.173610e-07  3.924858e-06  6.376250e-03
928   1.571652e+03  6.304550e+01  5.500575e-06  2.032151e-04  6.304550e+01  3.288982e+01  5.566867e-07  4.149097e-07  5.500575e-06  5.566867e-07  7.562818e-09  3.923231e-06  2.032151e-04  4.149097e-07  3.923231e-06  6.380800e-03
929   1.559697e+03  6.255493e+01  5.449429e-06  2.028962e-04  6.255493e+01  3.320195e+01  5.613801e-07  4.126184e-07  5.449429e-06  5.613801e-07  7.549933e-09  3.921608e-06  2.028962e-04  4.126184e-07  3.921608e-06  6.385351e-03
930   1.547817e+03  6.203346e+01  5.398341e-06  2.025676e-04  6.203346e+01  3.351192e+01  5.659905e-07  4.104749e-07  5.398341e-06  5.659905e-07  7.537080e-09  3.919988e-06  2.025676e-04  4.104749e-07  3.919988e-06  6.389903e-03
931   1.536011e+03  6.148139e+01  5.347316e-06  2.022301e-04  6.148139e+01  3.381965e+01  5.705178e-07  4.084668e-07  5.347316e-06  5.705178e-07  7.524259e-09  3.918372e-06  2.022301e-04  4.084668e-07  3.918372e-06  6.394455e-03
932   1.524294e+03  6.089893e+01  5.296360e-06  2.018849e-04  6.089893e+01  3.412501e+01  5.749620e-07  4.065819e-07  5.296360e-06  5.749620e-07  7.511472e-09  3.916759e-06  2.018849e-04  4.065819e-07  3.916759e-06  6.399008e-03
933   1.512659e+03  6.028647e+01  5.245478e-06  2.015328e-04  6.028647e+01  3.442791e+01  5.793231e-07  4.048078e-07  5.245478e-06  5.793231e-07  7.498716e-09  3.915149e-06  2.015328e-04  4.048078e-07  3.915149e-06  6.403562e-03
934   1.501114e+03  5.964416e+01  5.194674e-06  2.011749e-04  5.964416e+01  3.472806e+01  5.836010e-07  4.031323e-07  5.194674e-06  5.836010e-07  7.485993e-09  3.913543e-06  2.011749e-04  4.031323e-07  3.913543e-06  6.408117e-03
935   1.489657e+03  5.897235e+01  5.143955e-06  2.008122e-04  5.897235e+01  3.502547e+01  5.877957e-07  4.015429e-07  5.143955e-06  5.877957e-07  7.473302e-09  3.911941e-06  2.008122e-04  4.015429e-07  3.911941e-06  6.412672e-03
936   1.478290e+03  5.827136e+01  5.093325e-06  2.004455e-04  5.827136e+01  3.531989e+01  5.919072e-07  4.000275e-07  5.093325e-06  5.919072e-07  7.460643e-09  3.910342e-06  2.004455e-04  4.000275e-07  3.910342e-06  6.417228e-03
937   1.467019e+03  5.754163e+01  5.042789e-06  2.000760e-04  5.754163e+01  3.561134e+01  5.959354e-07  3.985737e-07  5.042789e-06  5.959354e-07  7.448016e-09  3.908746e-06  2.000760e-04  3.985737e-07  3.908746e-06  6.421785e-03
938   1.455845e+03  5.678345e+01  4.992353e-06  1.997046e-04  5.678345e+01  3.589967e+01  5.998803e-07  3.971691e-07  4.992353e-06  5.998803e-07  7.435421e-09  3.907153e-06  1.997046e-04  3.971691e-07  3.907153e-06  6.426342e-03
939   1.444775e+03  5.599727e+01  4.942021e-06  1.993323e-04  5.599727e+01  3.618473e+01  6.037419e-07  3.958016e-07  4.942021e-06  6.037419e-07  7.422858e-09  3.905564e-06  1.993323e-04  3.958016e-07  3.905564e-06  6.430900e-03
940   1.433802e+03  5.518347e+01  4.891800e-06  1.989600e-04  5.518347e+01  3.646629e+01  6.075201e-07  3.944587e-07  4.891800e-06  6.075201e-07  7.410326e-09  3.903978e-06  1.989600e-04  3.944587e-07  3.903978e-06  6.435459e-03
941   1.422941e+03  5.434233e+01  4.841693e-06  1.985888e-04  5.434233e+01  3.674443e+01  6.112150e-07  3.931283e-07  4.841693e-06  6.112150e-07  7.397825e-09  3.902396e-06  1.985888e-04  3.931283e-07  3.902396e-06  6.440019e-03
942   1.412183e+03  5.347431e+01  4.791706e-06  1.982196e-04  5.347431e+01  3.701893e+01  6.148264e-07  3.917978e-07  4.791706e-06  6.148264e-07  7.385356e-09  3.900817e-06  1.982196e-04  3.917978e-07  3.900817e-06  6.444579e-03
943   1.401537e+03  5.257986e+01  4.741845e-06  1.978534e-04  5.257986e+01  3.728964e+01  6.183543e-07  3.904552e-07  4.741845e-06  6.183543e-07  7.372918e-09  3.899241e-06  1.978534e-04  3.904552e-07  3.899241e-06  6.449140e-03
944   1.391003e+03  5.165949e+01  4.692114e-06  1.974911e-04  5.165949e+01  3.755655e+01  6.217987e-07  3.890880e-07  4.692114e-06  6.217987e-07  7.360512e-09  3.897669e-06  1.974911e-04  3.890880e-07  3.897669e-06  6.453702e-03
945   1.380587e+03  5.071357e+01  4.642519e-06  1.971339e-04  5.071357e+01  3.781952e+01  6.251596e-07  3.876839e-07  4.642519e-06  6.251596e-07  7.348136e-09  3.896099e-06  1.971339e-04  3.876839e-07  3.896099e-06  6.458265e-03
946   1.370284e+03  4.974263e+01  4.593065e-06  1.967826e-04  4.974263e+01  3.807848e+01  6.284369e-07  3.862307e-07  4.593065e-06  6.284369e-07  7.335791e-09  3.894533e-06  1.967826e-04  3.862307e-07  3.894533e-06  6.462828e-03
947   1.360106e+03  4.874718e+01  4.543756e-06  1.964383e-04  4.874718e+01  3.833320e+01  6.316307e-07  3.847160e-07  4.543756e-06  6.316307e-07  7.323477e-09  3.892971e-06  1.964383e-04  3.847160e-07  3.892971e-06  6.467392e-03
948   1.350048e+03  4.772768e+01  4.494598e-06  1.961019e-04  4.772768e+01  3.858375e+01  6.347408e-07  3.831275e-07  4.494598e-06  6.347408e-07  7.311194e-09  3.891411e-06  1.961019e-04  3.831275e-07  3.891411e-06  6.471957e-03
949   1.340109e+03  4.668449e+01  4.445597e-06  1.957743e-04  4.668449e+01  3.883000e+01  6.377672e-07  3.814529e-07  4.445597e-06  6.377672e-07  7.298941e-09  3.889855e-06  1.957743e-04  3.814529e-07  3.889855e-06  6.476522e-03
950   1.330303e+03  4.561828e+01  4.396757e-06  1.954567e-04  4.561828e+01  3.907178e+01  6.407099e-07  3.796799e-07  4.396757e-06  6.407099e-07  7.286718e-09  3.888302e-06  1.954567e-04  3.796799e-07  3.888302e-06  6.481088e-03
951   1.320624e+03  4.452936e+01  4.348083e-06  1.951497e-04  4.452936e+01  3.930895e+01  6.435690e-07  3.777989e-07  4.348083e-06  6.435690e-07  7.274526e-09  3.886752e-06  1.951497e-04  3.777989e-07  3.886752e-06  6.485655e-03
952   1.311072e+03  4.341831e+01  4.299578e-06  1.948534e-04  4.341831e+01  3.954151e+01  6.463447e-07  3.758104e-07  4.299578e-06  6.463447e-07  7.262365e-09  3.885206e-06  1.948534e-04  3.758104e-07  3.885206e-06  6.490223e-03
953   1.301653e+03  4.228550e+01  4.251244e-06  1.945673e-04  4.228550e+01  3.976931e+01  6.490376e-07  3.737178e-07  4.251244e-06  6.490376e-07  7.250233e-09  3.883662e-06  1.945673e-04  3.737178e-07  3.883662e-06  6.494791e-03
954   1.292361e+03  4.113153e+01  4.203085e-06  1.942912e-04  4.113153e+01  3.999229e+01  6.516481e-07  3.715243e-07  4.203085e-06  6.516481e-07  7.238131e-09  3.882122e-06  1.942912e-04  3.715243e-07  3.882122e-06  6.499360e-03
955   1.283210e+03  3.995685e+01  4.155102e-06  1.940249e-04  3.995685e+01  4.021028e+01  6.541765e-07  3.692332e-07  4.155102e-06  6.541765e-07  7.226060e-09  3.880585e-06  1.940249e-04  3.692332e-07  3.880585e-06  6.503930e-03
956   1.274193e+03  3.876197e+01  4.107298e-06  1.937681e-04  3.876197e+01  4.042321e+01  6.566234e-07  3.668479e-07  4.107298e-06  6.566234e-07  7.214018e-09  3.879051e-06  1.937681e-04  3.668479e-07  3.879051e-06  6.508500e-03
957   1.265318e+03  3.754741e+01  4.059676e-06  1.935205e-04  3.754741e+01  4.063102e+01  6.589891e-07  3.643715e-07  4.059676e-06  6.589891e-07  7.202006e-09  3.877520e-06  1.935205e-04  3.643715e-07  3.877520e-06  6.513071e-03
958   1.256576e+03  3.631392e+01  4.012237e-06  1.932817e-04  3.631392e+01  4.083370e+01  6.612741e-07  3.618075e-07  4.012237e-06  6.612741e-07  7.190024e-09  3.875993e-06  1.932817e-04  3.618075e-07  3.875993e-06  6.517643e-03
959   1.247975e+03  3.506216e+01  3.964985e-06  1.930516e-04  3.506216e+01  4.103110e+01  6.634788e-07  3.591590e-07  3.964985e-06  6.634788e-07  7.178072e-09  3.874468e-06  1.930516e-04  3.591590e-07  3.874468e-06  6.522216e-03
960   1.239524e+03  3.379272e+01  3.917922e-06  1.928299e-04  3.379272e+01  4.122330e+01  6.656037e-07  3.564293e-07  3.917922e-06  6.656037e-07  7.166149e-09  3.872947e-06  1.928299e-04  3.564293e-07  3.872947e-06  6.526789e-03
961   1.231213e+03  3.250621e+01  3.871051e-06  1.926162e-04  3.250621e+01  4.141008e+01  6.676492e-07  3.536218e-07  3.871051e-06  6.676492e-07  7.154256e-09  3.871429e-06  1.926162e-04  3.536218e-07  3.871429e-06  6.531363e-03
962   1.223051e+03  3.120336e+01  3.824373e-06  1.924103e-04  3.120336e+01  4.159150e+01  6.696157e-07  3.507397e-07  3.824373e-06  6.696157e-07  7.142392e-09  3.869914e-06  1.924103e-04  3.507397e-07  3.869914e-06  6.535938e-03
963   1.215038e+03  2.988484e+01  3.777893e-06  1.922119e-04  2.988484e+01  4.176750e+01  6.715036e-07  3.477862e-07  3.777893e-06  6.715036e-07  7.130558e-09  3.868402e-06  1.922119e-04  3.477862e-07  3.868402e-06  6.540514e-03
964   1.207173e+03  2.855110e+01  3.731611e-06  1.920207e-04  2.855110e+01  4.193793e+01  6.733135e-07  3.447648e-07  3.731611e-06  6.733135e-07  7.118753e-09  3.866893e-06  1.920207e-04  3.447648e-07  3.866893e-06  6.545090e-03
965   1.199458e+03  2.720273e+01  3.685530e-06  1.918365e-04  2.720273e+01  4.210286e+01  6.750456e-07  3.416786e-07  3.685530e-06  6.750456e-07  7.106977e-09  3.865388e-06  1.918365e-04  3.416786e-07  3.865388e-06  6.549667e-03
