#L        TxT           TxE           TxP           TxW1          TxW2          TxW3          TxW4          TxW5          TxW6          TxW7          TxW8          TxW9         TxW10          ExT           ExE           ExP           ExW1          ExW2          ExW3          ExW4          ExW5          ExW6          ExW7          ExW8          ExW9         ExW10          PxT           PxE           PxP           PxW1          PxW2          PxW3          PxW4          PxW5          PxW6          PxW7          PxW8          PxW9         PxW10          W1xT          W1xE          W1xP         W1xW1         W1xW2         W1xW3         W1xW4         W1xW5         W1xW6         W1xW7         W1xW8         W1xW9         W1xW10         W2xT          W2xE          W2xP         W2xW1         W2xW2         W2xW3         W2xW4         W2xW5         W2xW6         W2xW7         W2xW8         W2xW9         W2xW10         W3xT          W3xE          W3xP         W3xW1         W3xW2         W3xW3         W3xW4         W3xW5         W3xW6         W3xW7         W3xW8         W3xW9         W3xW10         W4xT          W4xE          W4xP         W4xW1         W4xW2         W4xW3         W4xW4         W4xW5         W4xW6         W4xW7         W4xW8         W4xW9         W4xW10         W5xT          W5xE          W5xP         W5xW1         W5xW2         W5xW3         W5xW4         W5xW5         W5xW6         W5xW7         W5xW8         W5xW9         W5xW10         W6xT          W6xE          W6xP         W6xW1         W6xW2         W6xW3         W6xW4         W6xW5         W6xW6         W6xW7         W6xW8         W6xW9         W6xW10         W7xT          W7xE          W7xP         W7xW1         W7xW2         W7xW3         W7xW4         W7xW5         W7xW6         W7xW7         W7xW8         W7xW9         W7xW10         W8xT          W8xE          W8xP         W8xW1         W8xW2         W8xW3         W8xW4         W8xW5         W8xW6         W8xW7         W8xW8         W8xW9         W8xW10         W9xT          W9xE          W9xP         W9xW1         W9xW2         W9xW3         W9xW4         W9xW5         W9xW6         W9xW7         W9xW8         W9xW9         W9xW10        W10xT         W10xE         W10xP         W10xW1        W10xW2        W10xW3        W10xW4        W10xW5        W10xW6        W10xW7        W10xW8        W10xW9       W10xW10      
2     1.016680e+03  2.625710e+00  2.988710e-03  4.109231e-02  2.105273e-02  1.547703e-02  1.215991e-02  9.881262e-03  8.155950e-03  6.749423e-03  5.534328e-03  4.404604e-03  3.109262e-03  2.625710e+00  3.091980e-02 -1.223523e-05  7.259800e-06  5.343468e-06  3.850512e-06  2.474663e-06  1.105289e-06 -3.015995e-07 -1.775255e-06 -3.371096e-06 -5.360705e-06 -8.888756e-06  2.988710e-03 -1.223523e-05  5.024437e-08  5.695402e-07  1.953983e-07  1.337852e-07  1.015163e-07  8.103093e-08  6.639072e-08  5.496646e-08  4.544015e-08  3.690912e-08  2.778548e-08  4.109231e-02  7.259800e-06  5.695402e-07  1.514283e-05  2.070013e-06 -6.059268e-07 -4.835380e-07 -2.327177e-07 -1.135901e-07 -6.052628e-08 -3.408339e-08 -1.881640e-08 -8.538390e-09  2.105273e-02  5.343468e-06  1.953983e-07  2.070013e-06  7.482043e-06  2.806313e-06 -2.420879e-07 -6.024841e-07 -3.471077e-07 -1.637999e-07 -7.796708e-08 -3.723197e-08 -1.470198e-08  1.547703e-02  3.850512e-06  1.337852e-07 -6.059268e-07  2.806313e-06  5.127658e-06  2.479327e-06  3.227982e-08 -5.180886e-07 -3.306332e-07 -1.473950e-07 -6.102042e-08 -2.093277e-08  1.215991e-02  2.474663e-06  1.015163e-07 -4.835380e-07 -2.420879e-07  2.479327e-06  3.856954e-06  2.070412e-06  1.016551e-07 -4.326538e-07 -2.650354e-07 -1.009737e-07 -2.967250e-08  9.881262e-03  1.105289e-06  8.103093e-08 -2.327177e-07 -6.024841e-07  3.227982e-08  2.070412e-06  3.049467e-06  1.679727e-06  4.456839e-08 -3.575216e-07 -1.721171e-07 -4.359363e-08  8.155950e-03 -3.015995e-07  6.639072e-08 -1.135901e-07 -3.471077e-07 -5.180886e-07  1.016551e-07  1.679727e-06  2.474333e-06  1.322923e-06 -5.777999e-08 -2.619442e-07 -6.889003e-08  6.749423e-03 -1.775255e-06  5.496646e-08 -6.052628e-08 -1.637999e-07 -3.306332e-07 -4.326538e-07  4.456839e-08  1.322923e-06  2.077808e-06  9.986705e-07 -1.696021e-07 -1.172097e-07  5.534328e-03 -3.371096e-06  4.544015e-08 -3.408339e-08 -7.796708e-08 -1.473950e-07 -2.650354e-07 -3.575216e-07 -5.777999e-08  9.986705e-07  1.732735e-06  5.765844e-07 -1.625946e-07  4.404604e-03 -5.360705e-06  3.690912e-08 -1.881640e-08 -3.723197e-08 -6.102042e-08 -1.009737e-07 -1.721171e-07 -2.619442e-07 -1.696021e-07  5.765844e-07  1.298028e-06  1.282775e-07  3.109262e-03 -8.888756e-06  2.778548e-08 -8.538390e-09 -1.470198e-08 -2.093277e-08 -2.967250e-08 -4.359363e-08 -6.889003e-08 -1.172097e-07 -1.625946e-07  1.282775e-07  5.862086e-07
3     9.631597e+02  2.939533e+00  2.986035e-03  5.533439e-02  2.941529e-02  2.158520e-02  1.686011e-02  1.359468e-02  1.111915e-02  9.106089e-03  7.377601e-03  5.788394e-03  4.030760e-03  2.939533e+00  3.968622e-02 -1.312455e-05  7.114516e-06  5.632626e-06  4.736259e-06  3.663485e-06  2.299488e-06  7.973009e-07 -8.036068e-07 -2.626296e-06 -4.985539e-06 -9.568608e-06  2.986035e-03 -1.312455e-05  6.100413e-08  1.004069e-06  3.692785e-07  2.537591e-07  1.922296e-07  1.527621e-07  1.243507e-07  1.020480e-07  8.335843e-08  6.654360e-08  4.834592e-08  5.533439e-02  7.114516e-06  1.004069e-06  3.652337e-05  5.904178e-06 -5.405709e-07 -6.636644e-07 -3.057111e-07 -1.336162e-07 -6.293060e-08 -3.180880e-08 -1.635383e-08 -6.532866e-09  2.941529e-02  5.632626e-06  3.692785e-07  5.904178e-06  1.678926e-05  6.700719e-06  8.210864e-08 -9.093516e-07 -5.316467e-07 -2.343628e-07 -1.019058e-07 -4.446481e-08 -1.603229e-08  2.158520e-02  4.736259e-06  2.537591e-07 -5.405709e-07  6.700719e-06  1.124330e-05  5.637941e-06  4.666834e-07 -8.120773e-07 -5.375106e-07 -2.264348e-07 -8.609566e-08 -2.719169e-08  1.686011e-02  3.663485e-06  1.922296e-07 -6.636644e-07  8.210864e-08  5.637941e-06  8.331930e-06  4.593017e-06  4.853744e-07 -7.063750e-07 -4.452604e-07 -1.597400e-07 -4.323825e-08  1.359468e-02  2.299488e-06  1.527621e-07 -3.057111e-07 -9.093516e-07  4.666834e-07  4.593017e-06  6.513781e-06  3.670834e-06  2.838874e-07 -6.097488e-07 -2.940642e-07 -6.918082e-08  1.111915e-02  7.973009e-07  1.243507e-07 -1.336162e-07 -5.316467e-07 -8.120773e-07  4.853744e-07  3.670834e-06  5.236460e-06  2.861280e-06  1.306999e-08 -4.626471e-07 -1.170552e-07  9.106089e-03 -8.036068e-07  1.020480e-07 -6.293060e-08 -2.343628e-07 -5.375106e-07 -7.063750e-07  2.838874e-07  2.861280e-06  4.356147e-06  2.142951e-06 -2.630038e-07 -2.095122e-07  7.377601e-03 -2.626296e-06  8.335843e-08 -3.180880e-08 -1.019058e-07 -2.264348e-07 -4.452604e-07 -6.097488e-07  1.306999e-08  2.142951e-06  3.602401e-06  1.243945e-06 -2.934210e-07  5.788394e-03 -4.985539e-06  6.654360e-08 -1.635383e-08 -4.446481e-08 -8.609566e-08 -1.597400e-07 -2.940642e-07 -4.626471e-07 -2.630038e-07  1.243945e-06  2.683289e-06  2.988041e-07  4.030760e-03 -9.568608e-06  4.834592e-08 -6.532866e-09 -1.603229e-08 -2.719169e-08 -4.323825e-08 -6.918082e-08 -1.170552e-07 -2.095122e-07 -2.934210e-07  2.988041e-07  1.212986e-06
4     9.117988e+02  2.758162e+00  2.911922e-03  6.660568e-02  3.682205e-02  2.712991e-02  2.119304e-02  1.704943e-02  1.388738e-02  1.130993e-02  9.100547e-03  7.077972e-03  4.870984e-03  2.758162e+00  3.449028e-02 -1.111011e-05  7.683258e-06  6.306922e-06  5.485220e-06  4.886718e-06  4.090096e-06  2.994568e-06  1.560459e-06 -2.680647e-07 -2.493731e-06 -6.402348e-06  2.911922e-03 -1.111011e-05  7.026628e-08  1.493352e-06  5.844066e-07  4.044617e-07  3.071952e-07  2.442228e-07  1.985914e-07  1.625896e-07  1.322884e-07  1.048740e-07  7.487374e-08  6.660568e-02  7.683258e-06  1.493352e-06  6.942496e-05  1.243097e-05 -2.860362e-09 -7.473539e-07 -3.436106e-07 -1.373036e-07 -5.745342e-08 -2.507307e-08 -1.140127e-08 -4.576899e-09  3.682205e-02  6.306922e-06  5.844066e-07  1.243097e-05  3.103106e-05  1.297054e-05  1.023004e-06 -1.090927e-06 -6.731512e-07 -2.780814e-07 -1.089162e-07 -4.250474e-08 -1.370355e-08  2.712991e-02  5.485220e-06  4.044617e-07 -2.860362e-09  1.297054e-05  2.045292e-05  1.056769e-05  1.445036e-06 -1.003450e-06 -7.158417e-07 -2.848021e-07 -9.773049e-08 -2.736758e-08  2.119304e-02  4.886718e-06  3.071952e-07 -7.473539e-07  1.023004e-06  1.056769e-05  1.498772e-05  8.459011e-06  1.296291e-06 -9.162634e-07 -6.110418e-07 -2.041969e-07 -4.925797e-08  1.704943e-02  4.090096e-06  2.442228e-07 -3.436106e-07 -1.090927e-06  1.445036e-06  8.459011e-06  1.161394e-05  6.686145e-06  8.199815e-07 -8.364013e-07 -4.079443e-07 -8.699330e-08  1.388738e-02  2.994568e-06  1.985914e-07 -1.373036e-07 -6.731512e-07 -1.003450e-06  1.296291e-06  6.686145e-06  9.265205e-06  5.171795e-06  2.578707e-07 -6.622327e-07 -1.598081e-07  1.130993e-02  1.560459e-06  1.625896e-07 -5.745342e-08 -2.780814e-07 -7.158417e-07 -9.162634e-07  8.199815e-07  5.171795e-06  7.644051e-06  3.850804e-06 -2.943100e-07 -3.039411e-07  9.100547e-03 -2.680647e-07  1.322884e-07 -2.507307e-08 -1.089162e-07 -2.848021e-07 -6.110418e-07 -8.364013e-07  2.578707e-07  3.850804e-06  6.272576e-06  2.252510e-06 -4.280336e-07  7.077972e-03 -2.493731e-06  1.048740e-07 -1.140127e-08 -4.250474e-08 -9.773049e-08 -2.041969e-07 -4.079443e-07 -6.622327e-07 -2.943100e-07  2.252510e-06  4.648770e-06  5.828707e-07  4.870984e-03 -6.402348e-06  7.487374e-08 -4.576899e-09 -1.370355e-08 -2.736758e-08 -4.925797e-08 -8.699330e-08 -1.598081e-07 -3.039411e-07 -4.280336e-07  5.828707e-07  2.105383e-06
5     8.734737e+02  2.350185e+00  2.809753e-03  7.555439e-02  4.341646e-02  3.217569e-02  2.519141e-02  2.027737e-02  1.650490e-02  1.341417e-02  1.075233e-02  8.308461e-03  5.657650e-03  2.350185e+00  2.308545e-02 -7.572007e-06  7.114453e-06  6.976229e-06  6.510616e-06  5.862759e-06  5.216515e-06  4.583787e-06  3.745537e-06  2.472450e-06  7.656646e-07 -1.901236e-06  2.809753e-03 -7.572007e-06  7.830671e-08  2.013847e-06  8.337149e-07  5.816562e-07  4.435599e-07  3.533881e-07  2.876320e-07  2.354993e-07  1.914587e-07  1.514581e-07  1.072732e-07  7.555439e-02  7.114453e-06  2.013847e-06  1.144576e-04  2.204557e-05  1.089405e-06 -7.286031e-07 -3.522325e-07 -1.306597e-07 -4.995295e-08 -1.941211e-08 -6.939694e-09 -2.686436e-09  4.341646e-02  6.976229e-06  8.337149e-07  2.204557e-05  5.094887e-05  2.204898e-05  2.752482e-06 -1.095909e-06 -7.642001e-07 -3.007716e-07 -1.063167e-07 -3.605801e-08 -1.029065e-08  3.217569e-02  6.510616e-06  5.816562e-07  1.089405e-06  2.204898e-05  3.324651e-05  1.759605e-05  3.125044e-06 -1.034649e-06 -8.512868e-07 -3.223539e-07 -9.913000e-08 -2.407102e-08  2.519141e-02  5.862759e-06  4.435599e-07 -7.286031e-07  2.752482e-06  1.759605e-05  2.416409e-05  1.391026e-05  2.662272e-06 -1.011122e-06 -7.479553e-07 -2.335743e-07 -4.895794e-08  2.027737e-02  5.216515e-06  3.533881e-07 -3.522325e-07 -1.095909e-06  3.125044e-06  1.391026e-05  1.859717e-05  1.090768e-05  1.750819e-06 -9.998497e-07 -5.048276e-07 -9.577435e-08  1.650490e-02  4.583787e-06  2.876320e-07 -1.306597e-07 -7.642001e-07 -1.034649e-06  2.662272e-06  1.090768e-05  1.474571e-05  8.390369e-06  7.461421e-07 -8.376602e-07 -1.920827e-07  1.341417e-02  3.745537e-06  2.354993e-07 -4.995295e-08 -3.007716e-07 -8.512868e-07 -1.011122e-06  1.750819e-06  8.390369e-06  1.208148e-05  6.222903e-06 -2.190599e-07 -3.895280e-07  1.075233e-02  2.472450e-06  1.914587e-07 -1.941211e-08 -1.063167e-07 -3.223539e-07 -7.479553e-07 -9.998497e-07  7.461421e-07  6.222903e-06  9.849266e-06  3.670735e-06 -5.458116e-07  8.308461e-03  7.656646e-07  1.514581e-07 -6.939694e-09 -3.605801e-08 -9.913000e-08 -2.335743e-07 -5.048276e-07 -8.376602e-07 -2.190599e-07  3.670735e-06  7.268679e-06  1.016427e-06  5.657650e-03 -1.901236e-06  1.072732e-07 -2.686436e-09 -1.029065e-08 -2.407102e-08 -4.895794e-08 -9.577435e-08 -1.920827e-07 -3.895280e-07 -5.458116e-07  1.016427e-06  3.303681e-06
6     8.473711e+02  1.894088e+00  2.701477e-03  8.257783e-02  4.926388e-02  3.678474e-02  2.890023e-02  2.329728e-02  1.897385e-02  1.542418e-02  1.236001e-02  9.533101e-03  6.454605e-03  1.894088e+00  1.293887e-02 -3.681003e-06  6.826707e-06  6.807867e-06  6.686279e-06  6.472451e-06  6.289225e-06  6.053136e-06  5.438807e-06  4.378580e-06  3.425481e-06  2.636914e-06  2.701477e-03 -3.681003e-06  8.531699e-08  2.547808e-06  1.110826e-06  7.813841e-07  5.985563e-07  4.782239e-07  3.899425e-07  3.196033e-07  2.599514e-07  2.056088e-07  1.452040e-07  8.257783e-02  6.826707e-06  2.547808e-06  1.716055e-04  3.501363e-05  2.785693e-06 -6.113762e-07 -3.401436e-07 -1.176243e-07 -4.068329e-08 -1.472916e-08 -4.337700e-09 -8.917023e-10  4.926388e-02  6.807867e-06  1.110826e-06  3.501363e-05  7.712019e-05  3.427376e-05  5.392455e-06 -8.942488e-07 -8.019454e-07 -3.062546e-07 -9.980566e-08 -2.985486e-08 -6.665427e-09  3.678474e-02  6.686279e-06  7.813841e-07  2.785693e-06  3.427376e-05  5.003801e-05  2.700321e-05  5.637332e-06 -8.626556e-07 -9.372680e-07 -3.433095e-07 -9.483824e-08 -1.965557e-08  2.890023e-02  6.472451e-06  5.985563e-07 -6.113762e-07  5.392455e-06  2.700321e-05  3.616894e-05  2.116609e-05  4.692827e-06 -9.538496e-07 -8.497546e-07 -2.498293e-07 -4.552246e-08  2.329728e-02  6.289225e-06  4.782239e-07 -3.401436e-07 -8.942488e-07  5.637332e-06  2.116609e-05  2.769355e-05  1.650239e-05  3.160791e-06 -1.072297e-06 -5.811789e-07 -9.847582e-08  1.897385e-02  6.053136e-06  3.899425e-07 -1.176243e-07 -8.019454e-07 -8.626556e-07  4.692827e-06  1.650239e-05  2.185241e-05  1.264324e-05  1.537379e-06 -9.742946e-07 -2.150773e-07  1.542418e-02  5.438807e-06  3.196033e-07 -4.068329e-08 -3.062546e-07 -9.372680e-07 -9.538496e-07  3.160791e-06  1.264324e-05  1.779887e-05  9.348049e-06 -3.065765e-09 -4.630871e-07  1.236001e-02  4.378580e-06  2.599514e-07 -1.472916e-08 -9.980566e-08 -3.433095e-07 -8.497546e-07 -1.072297e-06  1.537379e-06  9.348049e-06  1.442598e-05  5.558163e-06 -6.342120e-07  9.533101e-03  3.425481e-06  2.056088e-07 -4.337700e-09 -2.985486e-08 -9.483824e-08 -2.498293e-07 -5.811789e-07 -9.742946e-07 -3.065765e-09  5.558163e-06  1.061162e-05  1.629172e-06  6.454605e-03  2.636914e-06  1.452040e-07 -8.917023e-10 -6.665427e-09 -1.965557e-08 -4.552246e-08 -9.847582e-08 -2.150773e-07 -4.630871e-07 -6.342120e-07  1.629172e-06  4.845548e-06
7     8.308907e+02  1.488835e+00  2.596293e-03  8.802379e-02  5.440298e-02  4.094381e-02  3.231135e-02  2.611353e-02  2.129706e-02  1.732369e-02  1.388178e-02  1.070455e-02  7.242376e-03  1.488835e+00  6.983400e-03 -3.305791e-07  8.101041e-06  8.693419e-06  7.103825e-06  5.996839e-06  5.970671e-06  6.615253e-06  6.982205e-06  6.455793e-06  5.554492e-06  5.862738e-06  2.596293e-03 -3.305791e-07  9.148377e-08  3.082054e-06  1.410071e-06  1.000071e-06  7.696426e-07  6.168243e-07  5.040711e-07  4.138002e-07  3.369252e-07  2.666580e-07  1.882020e-07  8.802379e-02  8.101041e-06  3.082054e-06  2.403525e-04  5.146934e-05  5.099381e-06 -4.087724e-07 -3.193238e-07 -1.058082e-07 -3.288373e-08 -1.096169e-08 -3.378210e-09 -3.350788e-10  5.440298e-02  8.693419e-06  1.410071e-06  5.146934e-05  1.099772e-04  4.989802e-05  9.013223e-06 -4.862215e-07 -7.976243e-07 -3.006580e-07 -9.126374e-08 -2.594643e-08 -4.274120e-09  4.094381e-02  7.103825e-06  1.000071e-06  5.099381e-06  4.989802e-05  7.117226e-05  3.901626e-05  9.073237e-06 -4.682056e-07 -9.763526e-07 -3.526318e-07 -8.957569e-08 -1.603441e-08  3.231135e-02  5.996839e-06  7.696426e-07 -4.087724e-07  9.013223e-06  3.901626e-05  5.127210e-05  3.041924e-05  7.477857e-06 -7.218471e-07 -9.197520e-07 -2.586929e-07 -4.091782e-08  2.611353e-02  5.970671e-06  6.168243e-07 -3.193238e-07 -4.862215e-07  9.073237e-06  3.041924e-05  3.911800e-05  2.362577e-05  5.121923e-06 -1.038187e-06 -6.407322e-07 -9.760159e-08  2.129706e-02  6.615253e-06  5.040711e-07 -1.058082e-07 -7.976243e-07 -4.682056e-07  7.477857e-06  2.362577e-05  3.075275e-05  1.805058e-05  2.684488e-06 -1.063874e-06 -2.322212e-07  1.732369e-02  6.982205e-06  4.138002e-07 -3.288373e-08 -3.006580e-07 -9.763526e-07 -7.218471e-07  5.121923e-06  1.805058e-05  2.492969e-05  1.332102e-05  3.860230e-07 -5.256806e-07  1.388178e-02  6.455793e-06  3.369252e-07 -1.096169e-08 -9.126374e-08 -3.526318e-07 -9.197520e-07 -1.038187e-06  2.684488e-06  1.332102e-05  2.010861e-05  7.976324e-06 -6.851763e-07  1.070455e-02  5.554492e-06  2.666580e-07 -3.378210e-09 -2.594643e-08 -8.957569e-08 -2.586929e-07 -6.407322e-07 -1.063874e-06  3.860230e-07  7.976324e-06  1.474732e-05  2.447592e-06  7.242376e-03  5.862738e-06  1.882020e-07 -3.350788e-10 -4.274120e-09 -1.603441e-08 -4.091782e-08 -9.760159e-08 -2.322212e-07 -5.256806e-07 -6.851763e-07  2.447592e-06  6.765999e-06
8     8.210673e+02  1.177913e+00  2.494012e-03  9.222026e-02  5.898858e-02  4.472437e-02  3.543357e-02  2.871028e-02  2.346323e-02  1.911860e-02  1.533200e-02  1.181121e-02  7.976876e-03  1.177913e+00  4.479554e-03  1.910449e-06  8.624259e-06  1.072831e-05  9.097979e-06  6.996539e-06  6.061062e-06  6.198052e-06  6.763197e-06  7.307075e-06  7.730161e-06  8.069581e-06  2.494012e-03  1.910449e-06  9.694084e-08  3.607571e-06  1.726892e-06  1.234867e-06  9.548131e-07  7.676888e-07  6.288683e-07  5.172235e-07  4.217537e-07  3.341536e-07  2.359212e-07  9.222026e-02  8.624259e-06  3.607571e-06  3.199452e-04  7.150271e-05  8.070675e-06 -1.093085e-07 -2.866457e-07 -9.483416e-08 -2.710767e-08 -8.281863e-09 -2.880396e-09 -5.320643e-10  5.898858e-02  1.072831e-05  1.726892e-06  7.150271e-05  1.497655e-04  6.910611e-05  1.369577e-05  1.518665e-07 -7.488616e-07 -2.852346e-07 -7.911503e-08 -2.136498e-08 -3.746146e-09  4.472437e-02  9.097979e-06  1.234867e-06  8.070675e-06  6.910611e-05  9.688620e-05  5.380379e-05  1.351322e-05  1.776472e-07 -9.598602e-07 -3.476387e-07 -8.169747e-08 -1.306234e-08  3.543357e-02  6.996539e-06  9.548131e-07 -1.093085e-07  1.369577e-05  5.380379e-05  6.966563e-05  4.181054e-05  1.109041e-05 -2.843645e-07 -9.458500e-07 -2.587851e-07 -3.616309e-08  2.871028e-02  6.061062e-06  7.676888e-07 -2.866457e-07  1.518665e-07  1.351322e-05  4.181054e-05  5.302905e-05  3.239730e-05  7.695981e-06 -8.742540e-07 -6.769121e-07 -9.382330e-08  2.346323e-02  6.198052e-06  6.288683e-07 -9.483416e-08 -7.488616e-07  1.776472e-07  1.109041e-05  3.239730e-05  4.157843e-05  2.470721e-05  4.229261e-06 -1.094275e-06 -2.407727e-07  1.911860e-02  6.763197e-06  5.172235e-07 -2.710767e-08 -2.852346e-07 -9.598602e-07 -2.843645e-07  7.695981e-06  2.470721e-05  3.357296e-05  1.820617e-05  9.726826e-07 -5.715894e-07  1.533200e-02  7.307075e-06  4.217537e-07 -8.281863e-09 -7.911503e-08 -3.476387e-07 -9.458500e-07 -8.742540e-07  4.229261e-06  1.820617e-05  2.696908e-05  1.097294e-05 -6.883862e-07  1.181121e-02  7.730161e-06  3.341536e-07 -2.880396e-09 -2.136498e-08 -8.169747e-08 -2.587851e-07 -6.769121e-07 -1.094275e-06  9.726826e-07  1.097294e-05  1.973558e-05  3.495216e-06  7.976876e-03  8.069581e-06  2.359212e-07 -5.320643e-10 -3.746146e-09 -1.306234e-08 -3.616309e-08 -9.382330e-08 -2.407727e-07 -5.715894e-07 -6.883862e-07  3.495216e-06  9.095855e-06
9     8.165188e+02  9.667473e-01  2.393664e-03  9.537308e-02  6.309665e-02  4.821336e-02  3.834157e-02  3.113345e-02  2.548566e-02  2.079850e-02  1.670128e-02  1.287500e-02  8.680547e-03  9.667473e-01  3.575856e-03  2.836653e-06  7.454294e-06  8.797138e-06  8.034109e-06  7.299600e-06  7.249363e-06  7.370727e-06  7.122454e-06  7.059732e-06  8.225233e-06  9.407179e-06  2.393664e-03  2.836653e-06  1.017990e-07  4.117933e-06  2.057297e-06  1.483242e-06  1.152287e-06  9.294860e-07  7.633024e-07  6.290661e-07  5.138315e-07  4.076887e-07  2.880976e-07  9.537308e-02  7.454294e-06  4.117933e-06  4.094844e-04  9.512438e-05  1.170238e-05  2.829766e-07 -2.435042e-07 -8.422404e-08 -2.272940e-08 -6.308498e-09 -2.005965e-09 -4.556156e-10  6.309665e-02  8.797138e-06  2.057297e-06  9.512438e-05  1.966832e-04  9.204083e-05  1.948368e-05  1.023255e-06 -6.606714e-07 -2.660140e-07 -6.825712e-08 -1.666482e-08 -3.458792e-09  4.821336e-02  8.034109e-06  1.483242e-06  1.170238e-05  9.204083e-05  1.274115e-04  7.152631e-05  1.901806e-05  1.081955e-06 -8.945002e-07 -3.328261e-07 -7.174698e-08 -1.126596e-08  3.834157e-02  7.299600e-06  1.152287e-06  2.829766e-07  1.948368e-05  7.152631e-05  9.155179e-05  5.548175e-05  1.558810e-05  3.666012e-07 -9.314328e-07 -2.497024e-07 -3.220733e-08  3.113345e-02  7.249363e-06  9.294860e-07 -2.435042e-07  1.023255e-06  1.901806e-05  5.548175e-05  6.959222e-05  4.293577e-05  1.093427e-05 -5.708321e-07 -6.907758e-07 -8.805656e-08  2.548566e-02  7.370727e-06  7.633024e-07 -8.422404e-08 -6.606714e-07  1.081955e-06  1.558810e-05  4.293577e-05  5.446758e-05  3.271488e-05  6.214967e-06 -1.061035e-06 -2.428255e-07  2.079850e-02  7.122454e-06  6.290661e-07 -2.272940e-08 -2.660140e-07 -8.945002e-07  3.666012e-07  1.093427e-05  3.271488e-05  4.385066e-05  2.409087e-05  1.781763e-06 -6.021549e-07  1.670128e-02  7.059732e-06  5.138315e-07 -6.308498e-09 -6.825712e-08 -3.328261e-07 -9.314328e-07 -5.708321e-07  6.214967e-06  2.409087e-05  3.510854e-05  1.460303e-05 -6.376560e-07  1.287500e-02  8.225233e-06  4.076887e-07 -2.005965e-09 -1.666482e-08 -7.174698e-08 -2.497024e-07 -6.907758e-07 -1.061035e-06  1.781763e-06  1.460303e-05  2.564261e-05  4.796926e-06  8.680547e-03  9.407179e-06  2.880976e-07 -4.556156e-10 -3.458792e-09 -1.126596e-08 -3.220733e-08 -8.805656e-08 -2.428255e-07 -6.021549e-07 -6.376560e-07  4.796926e-06  1.187026e-05
10    8.158421e+02  8.473535e-01  2.297162e-03  9.758588e-02  6.667099e-02  5.134904e-02  4.101406e-02  3.339851e-02  2.739855e-02  2.239175e-02  1.799211e-02  1.388050e-02  9.365739e-03  8.473535e-01  3.041201e-03  2.624075e-06  6.208583e-06  6.196320e-06  4.722158e-06  4.812886e-06  6.049252e-06  7.328470e-06  7.807048e-06  7.895082e-06  8.806307e-06  9.204339e-06  2.297162e-03  2.624075e-06  1.061257e-07  4.606832e-06  2.396730e-06  1.742155e-06  1.359844e-06  1.100517e-06  9.060348e-07  7.482546e-07  6.123033e-07  4.866343e-07  3.443437e-07  9.758588e-02  6.208583e-06  4.606832e-06  5.076676e-04  1.222106e-04  1.597285e-05  7.595058e-07 -1.923818e-07 -7.333624e-08 -1.873998e-08 -4.775922e-09 -1.218190e-09 -1.420648e-10  6.667099e-02  6.196320e-06  2.396730e-06  1.222106e-04  2.506853e-04  1.187225e-04  2.638006e-05  2.118544e-06 -5.401176e-07 -2.453279e-07 -5.948335e-08 -1.274584e-08 -2.643592e-09  5.134904e-02  4.722158e-06  1.742155e-06  1.597285e-05  1.187225e-04  1.628319e-04  9.225687e-05  2.561825e-05  2.245575e-06 -7.897146e-07 -3.162921e-07 -6.175540e-08 -9.146567e-09  4.101406e-02  4.812886e-06  1.359844e-06  7.595058e-07  2.638006e-05  9.225687e-05  1.170380e-04  7.151611e-05  2.100741e-05  1.233957e-06 -8.861460e-07 -2.379343e-07 -2.768166e-08  3.339851e-02  6.049252e-06  1.100517e-06 -1.923818e-07  2.118544e-06  2.561825e-05  7.151611e-05  8.890918e-05  5.531555e-05  1.486712e-05 -1.256137e-07 -6.871822e-07 -8.207212e-08  2.739855e-02  7.328470e-06  9.060348e-07 -7.333624e-08 -5.401176e-07  2.245575e-06  2.100741e-05  5.531555e-05  6.950665e-05  4.213374e-05  8.663477e-06 -9.613975e-07 -2.416895e-07  2.239175e-02  7.807048e-06  7.482546e-07 -1.873998e-08 -2.453279e-07 -7.897146e-07  1.233957e-06  1.486712e-05  4.213374e-05  5.582913e-05  3.101650e-05  2.827629e-06 -6.187288e-07  1.799211e-02  7.895082e-06  6.123033e-07 -4.775922e-09 -5.948335e-08 -3.162921e-07 -8.861460e-07 -1.256137e-07  8.663477e-06  3.101650e-05  4.457698e-05  1.890125e-05 -5.289403e-07  1.388050e-02  8.806307e-06  4.866343e-07 -1.218190e-09 -1.274584e-08 -6.175540e-08 -2.379343e-07 -6.871822e-07 -9.613975e-07  2.827629e-06  1.890125e-05  3.251622e-05  6.370445e-06  9.365739e-03  9.204339e-06  3.443437e-07 -1.420648e-10 -2.643592e-09 -9.146567e-09 -2.768166e-08 -8.207212e-08 -2.416895e-07 -6.187288e-07 -5.289403e-07  6.370445e-06  1.511631e-05
